X,Y,Depth_m,Arsenic_kit
260411.3256,2633932.56,13.5,50
260456.7607,2633967.265,13.5,50
260452.8671,2633978.41,13.5,50
260393.8136,2634044.763,10.5,50
260443.6472,2634037.289,10.5,50
260478.8795,2634133.106,13.5,50
260407.405,2633880.547,13.5,50
260398.562,2633900.639,13.5,50
260404.6225,2633897.214,10.5,50
260380.417,2633913.128,13.5,50
260421.3617,2633984.472,13.5,50
260408.203,2633990.231,13.5,50
260521.2194,2634165.646,13.5,50
260451.5248,2634143.531,10.5,50
260417.5513,2633939.106,13.5,50
260390.6736,2633978.333,13.5,50
260573.4581,2634180.293,13.5,50
260551.163,2634188.419,18,50
260591.6418,2634047.027,10.5,50
260549.3833,2634080.968,13.5,50
260566.8942,2634091.758,13.5,50
260593.083,2634072.488,18,50
260609.1894,2634060.033,18,50
260585.7097,2634058.205,10.5,50
260434.814,2633996.438,13.8,50
260524.0322,2633966.151,13.5,50
260512.4533,2633944.182,13.5,50
260467.1101,2633915.015,18,50
260506.2827,2633940.96,18,50
260541.268,2633960.325,13.5,50
260548.7433,2633919.204,10.5,50
260547.7872,2633984.594,13.5,50
260535.6111,2633988.12,9.6,50
260655.8185,2634043.748,13.5,50
260665.9744,2634041.364,13.5,50
260692.5118,2634043.14,12,50
260674.5136,2634064.491,13.5,50
260662.5025,2634077.987,13.5,50
260678.0664,2634094.35,12,50
260660.9225,2634105.714,18,50
260672.4858,2634003.582,18,50
260549.5425,2633905.894,13.5,50
260578.7528,2633884.357,13.5,50
260535.644,2633682.299,12,50
260557.4398,2633890.25,16.5,50
260606.0347,2633869.501,13.5,50
260604.3001,2633826.316,9,50
260638.5843,2633618.544,13.5,50
260652.7478,2633488.668,13.5,50
260685.677,2633506.96,13.5,50
260681.5631,2633504.812,13.5,50
260647.4313,2633475.459,22.5,50
260636.9266,2633456.796,16.5,50
260604.4664,2633405.256,13.5,50
260630.2642,2633300.672,13.5,50
260714.8192,2633357.999,13.5,50
260723.3515,2633319.077,13.5,50
260692.7643,2633565.569,13.5,50
260940.581,2633754.269,13.5,50
260944.4081,2633800.744,13.5,50
260913.9031,2633805.681,13.5,50
260908.6785,2633798.011,16.5,50
260901.1039,2633771.543,13.5,50
260953.4105,2633728.572,13.5,50
260903.191,2633712.782,13.5,50
260876.8179,2633720.974,13.5,50
260884.9538,2633719.732,13.5,50
260868.682,2633722.217,13.5,50
260819.8733,2633791.723,13.5,50
260786.3288,2633797.818,13.5,50
260776.5025,2633820.142,13.5,50
260940.4783,2633994.717,13.5,50
260809.1446,2633882.76,13.5,50
260828.75,2633403.761,18,50
260832.7906,2633401.478,16.5,50
260848.3549,2633417.841,18,50
260852.0474,2633394.511,18,50
260747.7032,2633620.062,13.5,50
260849.8073,2633382.36,16.5,50
258287.4627,2633437.148,13.5,50
258461.2628,2633526.213,10.5,50
258498.5703,2633501.213,10.5,50
258514.3224,2633528.651,12,50
258510.3561,2633535.366,18,50
258553.4425,2633612.211,27,50
258529.7191,2633656.929,13.5,50
258466.0937,2633754.393,13.5,50
258511.7954,2633743.657,13.5,50
258535.1301,2633675.676,13.5,50
258506.2549,2633717.156,13.5,50
258616.9698,2633692.038,9,50
262747.7806,2632731.711,9,50
262781.0737,2632710.112,10.5,50
262773.9201,2632709.122,10.5,50
261414.3758,2633118.186,13.5,50
261414.5324,2633004.055,13.5,50
261421.558,2632997.291,13.5,50
261472.3783,2632987.589,16.5,50
261487.6135,2632984.013,13.5,50
261499.8819,2632986.027,10.5,50
261481.7862,2632939.788,7.5,50
261456.0654,2632925.808,7.8,50
261491.3402,2632900.849,19.5,50
261528.2338,2632850.379,10.5,50
261534.4594,2632856.925,10.5,50
261561.0749,2632925.184,10.5,50
261598.0995,2632944.519,10.5,50
261334.7043,2633109.528,18,50
261218.547,2632990.669,16.5,50
261395.8438,2632798.268,10.5,50
261400.9992,2632863.558,12,50
261480.1422,2632840.092,13.5,50
261409.3914,2632877.824,12,50
257791.2594,2630716.284,13.5,50
257786.7549,2630751.818,13.5,50
257763.8624,2630724.499,13.5,50
257756.2808,2630758.976,10.5,50
257647.9904,2630747.491,13.5,50
257484.7554,2630621.689,13.5,50
257395.8358,2630670.825,18,50
257387.0685,2630695.35,13.5,50
258129.1245,2630735.013,9,50
258145.9751,2630705.922,12,50
258259.2146,2630708.463,13.5,50
258202.1242,2630648.473,13.5,50
258212.2967,2630769.082,13.5,50
258234.7834,2630711.087,9,50
261702.1159,2633131.171,13.5,50
261719.1732,2633176.319,15,50
261692.2877,2633153.493,15,50
261702.9709,2633121.184,15,50
261673.8305,2633147.149,9,50
261596.9253,2633120.716,12,50
261587.9673,2633072.11,13.5,50
261575.5346,2633060.126,25.5,50
261611.4759,2633261.197,12,50
258392.3913,2633675.844,13.5,50
258457.5894,2633672.539,13.5,50
258440.798,2633704.953,13.5,50
258202.5983,2633605.884,6,50
260840.0592,2633286.121,13.5,50
260845.3206,2633296.007,18,50
260834.468,2633256.296,10.5,50
260839.668,2633200.808,13.5,50
260857.5762,2633173.919,18,50
260848.4206,2633175.179,13.5,50
260871.3155,2633141.559,18,50
257071.2488,2629498.391,15,50
257049.6164,2629546.401,21,50
257056.7536,2629546.281,10.5,50
257022.9792,2629600.035,19.5,50
257003.9463,2629742.187,18,50
256973.4703,2629749.346,9,50
256980.8118,2629761.412,16.5,50
256952.3936,2629769.645,16.5,50
256994.2337,2629771.159,18,50
256979.4789,2629803.541,16.5,50
258242.8427,2630827.299,16.5,50
258286.4778,2630814.382,13.5,50
258333.3193,2630810.276,13.5,50
258321.6426,2630782.769,15,50
258305.6449,2630801.873,13.5,50
258378.3678,2630698.718,13.5,50
258368.3206,2630707.75,18,50
258469.5845,2630726.006,18,50
258432.8083,2630722.187,13.5,50
258376.3815,2630763.019,15,50
258371.6907,2630787.474,18,50
258403.4033,2630854.537,16.5,50
261617.8442,2633214.554,9,50
257846.1455,2634056.184,27,50
257845.4601,2634076.14,19.5,50
257834.3966,2634085.19,19.5,50
257781.8568,2634052.828,19.5,50
257691.8635,2634036.607,18,50
257788.5664,2634088.174,21,50
260953.3003,2633536.883,16.5,50
260774.9197,2633169.746,13.5,50
260737.2781,2633174.801,13.5,50
260689.7916,2633201.071,13.5,50
260697.9166,2633260.771,13.5,50
260627.6389,2633265.258,9,50
260586.3895,2633237.132,7.5,50
260575.5179,2633196.314,13.5,50
260598.8339,2633188.172,12,50
260599.1456,2633207.004,10.5,50
260594.7382,2633187.132,10.5,50
260725.0349,2633235.946,18,50
260556.9057,2633119.059,18,50
258718.7018,2634961.287,15,50
258731.0987,2634971.053,15,50
258710.4927,2634958.1,15,50
258707.9159,2634986.953,13.5,50
257230.8495,2629710.68,13.5,50
257290.8194,2629698.595,15,50
257104.2124,2629578.727,13.5,50
257167.9945,2629307.289,18,50
257201.846,2629318.911,13.5,50
257087.2617,2629905.891,9,50
257060.9757,2629919.629,10.5,50
258401.845,2630883.372,13.5,50
258360.7272,2630986,13.5,50
258420.1006,2630938.47,13.5,50
258404.0106,2630952.036,12,50
258412.7396,2630986.24,13.5,50
258416.4266,2631023.852,12,50
258499.5593,2631055.707,16.5,50
258525.955,2631048.618,12,50
258528.8841,2631040.813,12,50
258550.9617,2631019.392,15,50
258559.0252,2631013.717,13.5,50
258509.2859,2631149.73,12,50
258474.8825,2631165.817,12,50
258534.5728,2631076.176,18,50
258524.0237,2631116.242,9,50
261484.5826,2632490.987,9,50
261322.5341,2632680.918,21,50
257114.6942,2633241.831,9,50
257094.6423,2633262.113,9,50
257089.3224,2633248.905,19.5,50
260714.01,2633124.216,10.5,50
260657.5917,2633042.046,12,50
260748.7152,2633064.915,9,50
260734.2614,2633054.074,9,50
260749.3382,2633102.578,22.5,50
260740.7438,2633076.127,19.5,50
260789.5316,2633128.507,13.5,50
258877.7322,2635021.793,15,50
258648.8928,2635054.422,15,50
258596.8411,2634989.916,15,50
258616.4835,2635006.209,15,50
258620.4308,2634998.386,15,50
258623.8215,2635018.275,19.5,50
258648.1898,2635012.327,15,50
258702.3595,2634898.4,19.5,50
258674.9556,2634783.619,15,50
258577.9448,2634774.159,16.5,50
258595.1605,2634767.223,13.5,50
258559.929,2634916.292,13.5,50
258259.7371,2630617.594,9,50
256880.7686,2629877.222,19.5,50
256938.9431,2629940.514,13.5,50
257022.8613,2629896.999,21,50
256895.6935,2629915.754,13.5,50
256747.6022,2630024.615,13.5,50
261603.8446,2633169.355,10.5,50
261208.6318,2632575.317,19.5,50
257070.1703,2633140.636,13.5,50
260907.9317,2633074.471,12,50
260902.6703,2633064.585,13.5,50
260873.946,2633053.98,18,50
260888.8514,2633030.465,18,50
260882.0091,2633048.306,18,50
260858.4546,2633042.047,21,50
260874.6723,2633036.239,13.5,50
258570.4557,2634875.118,18,50
258593.038,2634457.001,18,50
256675.9884,2630254.081,13.8,50
256685.425,2630269.435,18,50
256666.6864,2630307.425,13.5,50
256687.7474,2630346.961,18,50
256815.8901,2630265.028,13.5,50
256890.2581,2630199.511,18,50
256974.3291,2630286.745,15,50
256962.2804,2630298.028,10.8,50
256986.7681,2630298.725,13.5,50
257000.8345,2630225.357,21,50
257032.7937,2630245.874,13.5,50
257015.6872,2630320.402,18,50
257015.5013,2630309.324,18,50
257052.1306,2630304.277,13.5,50
257072.649,2630250.746,16.5,50
257066.4228,2630305.145,13.5,50
257075.3013,2630287.267,15,50
257104.8682,2630286.771,24,50
257117.8064,2630267.717,13.5,50
257122.1982,2630225.537,9,50
258606.6051,2630442.274,18,50
258534.6138,2630344.857,13.5,50
258363.5696,2630423.058,18,50
259219.7246,2631007.145,9,50
256835.4729,2632826.562,18,50
256847.1979,2632735.503,13.5,50
256839.0382,2632674.696,13.5,50
256890.3372,2632875.503,12,50
257159.68,2630210.504,13.5,50
257153.8042,2630225.007,13.5,50
257164.2412,2630239.237,13.5,50
257170.5071,2630247.996,13.5,50
257161.6841,2630269.198,12.6,50
257200.334,2630263.009,13.5,50
257205.2274,2630250.738,12,50
257244.0631,2630255.628,13.5,50
257269.7932,2630269.601,21,50
257224.2293,2630289.202,12,50
257249.2034,2630440.589,13.5,50
257251.6696,2630466.033,10.5,50
257306.1797,2630189.211,12,50
257327.9059,2630207.684,9,50
257472.3109,2630183.103,18,50
257387.9839,2630141.301,13.5,50
257445.746,2630119.28,13.5,50
257491.9957,2630018.78,10.5,50
255809.571,2630401.634,18,50
255798.532,2630472.737,18,50
255711.9168,2630537.359,10.8,50
255735.4409,2630541.394,10.8,50
255724.5063,2630558.2,13.5,50
255702.3195,2630572.979,18,50
255701.4682,2630582.966,10.8,50
255705.9201,2630605.053,10.8,50
255699.5497,2630650.592,13.5,50
255691.2439,2630641.867,15,50
256738.4437,2632998.837,13.5,50
256568.0008,2632746.847,9,50
255677.9153,2630637.66,13.5,50
255677.8779,2630635.444,18,50
255650.388,2630638.124,18,50
255681.5346,2630670.841,13.5,50
255780.2257,2630536.207,16.5,50
256051.9379,2630501.708,28.5,50
255654.9007,2630301.192,30,50
255730.0593,2630222.358,16.5,50
255625.0361,2630163.186,13.5,50
255656.923,2630179.269,18,50
255608.7979,2630167.892,18,50
255615.9722,2630169.987,18,50
259227.3093,2630972.669,18,50
259237.6454,2631042.305,24,50
259254.3376,2631126.239,13.5,50
259501.1605,2631128.785,18,50
259501.4918,2631148.724,18,50
259696.2841,2631149.922,18,50
259738.9731,2631141.457,18,50
259767.5918,2631145.414,18,50
260297.8549,2632827.935,9,50
260357.4743,2632868.175,12,50
260227.302,2632761.268,15.6,50
260655.3432,2632474.764,18,50
260655.215,2632467.01,18,50
260693.4796,2632314.575,18,50
260688.8408,2632342.353,13.5,50
260768.7856,2632305.574,22.5,50
260711.7618,2632371.891,13.5,50
260750.4432,2632367.927,13.5,50
260837.841,2632411.912,18,50
260875.918,2632371.393,18,50
260899.62,2632386.514,18,50
260952.2431,2632362.376,18,50
260942.4337,2632385.807,13.5,50
255358.9119,2630332.637,13.5,50
255357.4168,2630343.26,13.5,50
255332.1159,2630311.533,18,50
255294.6447,2630289.02,21,50
255287.5321,2630347.125,21,50
255295.7589,2630362.562,19.5,50
255263.7914,2630314.675,19.5,50
255216.3522,2630404.873,16.5,50
259964.3526,2631078.945,12.6,50
260007.8113,2631081.707,13.5,50
260043.0951,2631099.204,13.5,50
260030.3148,2631093.435,13.5,50
259846.1348,2631011.582,13.5,50
259814.4197,2630935.579,13.5,50
259814.3615,2630900.659,13.5,50
260084.3497,2632525.004,12,50
260070.624,2632550.262,13.5,50
259979.1203,2632793.72,9,50
259956.0807,2632793.787,9,50
259964.9304,2632801.238,9,50
256384.8087,2632877.805,9,50
256379.6373,2632929.04,12,50
256185.4751,2632836.257,13.5,50
256132.5071,2632774.708,16.5,50
260950.2467,2632404.533,13.5,50
260988.1005,2632388.499,18,50
260989.8151,2632392.976,18,50
260665.5796,2632209.465,18,50
260561.3912,2632295.5,18,50
260552.2382,2632287.275,18,50
260554.7188,2632316.833,18,50
260529.9105,2632307.166,18,50
260525.4344,2632289.743,13.5,50
260505.1618,2632314.589,15,50
255177.0698,2630374.822,13.5,50
255095.824,2630393.88,21,50
255200.3901,2630350.121,27,50
255041.5164,2630334.195,24,50
255034.0794,2630314.463,16.5,50
255054.402,2630368.732,18,50
254870.312,2630454.351,16.5,50
259343.2878,2630774.296,13.5,50
259033.2229,2630973.694,13.5,50
259513.2893,2633004.642,7.5,50
259509.6472,2633068.852,13.5,50
259545.764,2633037.444,9.6,50
259640.1308,2633126.848,10.5,50
259693.4055,2633075.234,13.5,50
259721.9075,2633071.658,9,50
259756.9772,2633201.547,10.5,50
259769.8218,2633092.93,13.5,50
259839.3023,2633092.379,13.5,50
259012.3919,2630751.843,18,50
258794.481,2631004.073,13.5,50
256484.2307,2632899.574,10.5,50
256386.318,2632826.353,12,50
256099.2053,2632703.494,12,50
256027.4833,2632610.905,18,50
255991.3861,2632520.484,13.5,50
260454.3958,2632168.555,21,50
260436.8491,2632104.001,18,50
254903.348,2630731.452,18,50
254790.6602,2630653.792,18,50
255656.5892,2630767.91,16.8,50
255651.3922,2630798.787,10.5,50
255668.381,2630823.856,6,50
255644.3021,2630916.044,13.5,50
255657.3451,2630924.611,13.5,50
255641.2,2630922.7,15,50
255685.3082,2631033.15,16.5,50
255743.2258,2631039.65,12.3,50
260267.6058,2632054.562,13.5,50
260245.1777,2632057.626,25.5,50
259987.3211,2631848.585,13.5,50
255833.0425,2631057.165,13.5,50
255830.4436,2631073.341,18,50
255880.1179,2631144.541,18,50
255852.5367,2631085.879,13.5,50
255872.3911,2631098.407,12,50
255895.1955,2631132.816,12,50
258776.7883,2631042.095,21,50
259804.7255,2633003.979,13.5,50
259867.3985,2632958.785,13.5,50
260151.5451,2633471.908,13.5,50
260092.1804,2633351.169,18,50
260111.7639,2633285.961,13.5,50
262519.5674,2633066.198,9,50
262473.0282,2633051.303,18,50
262473.6857,2633046.083,13.5,50
262524.8635,2633024.921,12,50
260173.0201,2633163.158,13.5,50
260166.4371,2633159.385,18,50
260172.9695,2633068.361,13.5,50
260136.6071,2633106.114,18,50
260166.4782,2633060.835,13.5,50
260160.3613,2633038.804,13.5,50
260172.5497,2632991.513,13.5,50
260089.0942,2633181.035,9,50
260006.0207,2633122.1,13.5,50
262367.6852,2633088.567,13.5,50
262379.8514,2632911.46,13.5,50
255881.7168,2631186.077,13.5,50
255874.8781,2631190.129,13.5,50
255960.7324,2631235.864,18,50
255953.81,2631234.884,18,50
255950.3572,2631234.414,13.5,50
256001.0307,2631234.098,13.5,50
256010.2465,2631252.917,19.5,50
256041.5397,2631208.83,13.5,50
256201.5707,2631229.698,13.5,50
256105.5107,2631299.645,13.5,50
256138.1911,2631331.779,18,50
256148.6667,2631340.705,12,50
256132.2751,2631359.602,9,50
256163.0473,2631314.002,13.5,50
256211.244,2631323.471,18,50
256222.4555,2631363.387,13.5,50
256181.1877,2631391.778,12,50
256179.7286,2631382.83,18,50
258606.0616,2631677.744,19.5,50
260157.7016,2633027.888,13.5,50
260090.0946,2632879.647,13.5,50
260117.2585,2632897.418,9,50
260214.736,2632929.739,13.5,50
260201.2076,2632918.419,13.5,50
261856.9198,2634252.624,13.5,50
261823.9674,2634117.18,13.5,50
261863.3958,2633996.257,13.5,50
261867.8991,2633964.068,13.5,50
261900.3809,2633928.25,13.5,50
261876.7811,2633881.225,13.5,50
256234.9864,2631441.017,13.5,50
256275.4355,2631409.184,9,50
256346.9552,2631427.104,18,50
256394.1061,2631386.643,16.5,50
256418.5133,2631417.382,10.5,50
256462.6985,2631470.359,9,50
256512.8792,2631498.763,9,50
256525.0265,2631506.945,12,50
256509.8499,2631449.746,13.5,50
256517.4445,2631447.473,12,50
256569.8982,2631499.16,7.5,50
256583.0419,2631480.251,10.5,50
256582.5169,2631480.019,10.5,50
256568.1535,2631478.31,18,50
256605.5067,2631478.834,18,50
260318.8874,2633772.167,13.5,50
261909.4791,2633877.223,13.5,50
261866.0198,2634027.932,9,50
261855.0891,2633946.948,13.5,50
261850.363,2633896.595,13.5,50
261847.6128,2633829.214,13.5,50
261892.7258,2633773.693,9,50
261881.8999,2633776.955,18,50
261823.6694,2633827.769,13.5,50
261809.0291,2633810.085,13.5,50
261826.9031,2633801.507,13.5,50
261783.8719,2633784.718,16.5,50
261814.4741,2633791.988,13.5,50
261829.0132,2633791.144,13.5,50
261847.993,2633768.3,13.5,50
261762.3238,2633761.148,13.5,50
261765.7976,2633719.39,21,50
256626.9077,2631573.283,13.5,50
256688.1919,2631617.476,13.5,50
256745.946,2631650.479,13.5,50
256814.1572,2631673.592,13.5,50
256826.9817,2631690.541,13.5,50
256869.5993,2631706.366,13.5,50
256863.1355,2631553.598,13.5,50
256966.7203,2631626.847,13.5,50
256843.8537,2631544.532,12,50
256789.0786,2631501.113,13.5,50
256777.6162,2631487.374,13.5,50
256755.7363,2631474.747,10.5,50
261562.0372,2633564.211,18,50
261623.4964,2633299.091,9,50
256996.9289,2631453.858,18,50
256963.4472,2631449.229,18,50
256956.6528,2631455.863,15,50
256959.7239,2631438.712,13.5,50
256951.9335,2631509.792,22.5,50
256893.0544,2631485.091,13.5,50
256954.4026,2631470.036,10.5,50
256920.1123,2631442.154,13.5,50
256899.155,2631474.8,19.5,50
256845.3771,2631436.778,18,50
256847.6534,2631421.675,18,50
261814.1032,2633715.01,18,50
261827.1831,2633729.311,21,50
255574.0916,2632355.053,13.5,50
255492.571,2632200.356,9,50
259276.9034,2632183.769,13.5,50
256817.2511,2631419.167,13.5,50
256863.1142,2631423.635,13.5,50
256873.3476,2631406.95,9,50
256907.9289,2631411.403,12,50
256928.2224,2631417.136,12,50
256889.4824,2631425.607,9,50
256772.8893,2631409.009,12,50
256628.2566,2631384.05,13.5,50
256601.8771,2631380.937,9,50
256769.1509,2631436.804,10.5,50
256767.5222,2631450.754,10.5,50
257081.1529,2631526.021,10.5,50
257154.3743,2631471.296,13.5,50
255991.7238,2632788.793,13.5,50
257388.7211,2631343.384,12,50
257402.164,2631350.895,8.1,50
257446.2614,2631357.596,18,50
257245.8387,2630991.582,18,50
259841.9353,2633990.9,19.5,50
259809.6189,2634066.769,9,50
258556.9712,2631988.483,18,50
258503.7533,2631962.167,13.5,50
258950.7144,2633889.626,10.5,50
259022.8752,2633974.176,13.5,50
258523.5806,2631871.858,13.5,50
255684.1502,2632474.4,10.5,50
255659.7018,2632456.451,9,50
255672.4026,2632453.403,13.5,50
255642.2201,2632437.065,18,50
255619.6861,2632403.934,10.5,50
255985.9501,2632724.694,13.5,50
258433.9393,2632375.175,24,50
259083.4787,2634420.125,13.5,50
259110.1788,2634507.475,13.5,50
259078.8883,2634486.162,13.5,50
259110.7046,2634509.296,13.5,50
259156.0857,2634522.406,13.5,50
259178.5801,2634521.539,13.5,50
254385.7454,2630341.856,19.5,50
259773.6616,2633866.847,12,50
259819.3297,2633918.219,13.5,50
259763.2914,2633934.512,10.5,50
259793.6631,2633965.334,13.5,50
259301.7116,2634641.557,13.5,50
259219.8138,2634708.351,30,50
259252.0214,2634468.241,13.5,50
259198.2334,2634426.553,9,50
259195.6586,2634425.852,9,50
258197.4502,2631896.548,13.5,50
258191.3262,2631716.719,13.5,50
258173.6745,2631760.091,13.5,50
257996.1057,2631111.844,18,50
259498.1369,2634716.061,13.5,50
259520.2698,2634765.911,9,50
259725.9928,2634699.297,9,50
259705.606,2634703.044,13.5,50
259674.5035,2634666.16,9,50
259627.6075,2634583.527,9,50
259640.8427,2634559.791,13.5,50
259637.1599,2634555.664,13.5,50
259644.229,2634580.484,13.5,50
259655.4323,2634594.889,13.5,50
259702.5843,2634620.444,13.5,50
257914.0908,2631554.929,18,50
253807.1865,2630515.845,13.5,50
253874.6803,2630529.196,18,50
253840.4545,2630559.435,22.5,50
258037.4423,2631420.247,12,50
257988.0818,2631449.418,13.5,50
257981.5153,2631770.278,13.5,50
257945.6748,2631918.347,13.5,50
257983.208,2632085.139,9,50
253864.0049,2630639.904,13.5,50
253847.5596,2630672.692,10.5,50
253909.7949,2630825.33,21,50
253993.4888,2630808.239,13.5,50
254048.6554,2630854.421,13.5,50
254134.2781,2630875.369,30,50
254212.6058,2630928.874,9,50
258082.0868,2632246.559,13.5,50
258016.7091,2632202.998,13.5,50
258066.2879,2632292.305,13.5,50
260123.1595,2634139.004,9,50
259899.6242,2633570.96,13.5,50
259798.0954,2633474.029,9,50
254434.8261,2631063.142,19.5,50
254379.4719,2631046.352,21,50
254303.9676,2631104.146,13.5,50
254440.2946,2631145.048,12,50
254460.6422,2631202.324,12,50
258163.3439,2632233.649,10.5,50
258244.7651,2632285.476,21,50
258217.7202,2632436.624,13.5,50
258073.9871,2632378.083,18,50
258012.6943,2632310.408,13.5,50
257845.5125,2632191.318,13.5,50
257664.6682,2632109.025,13.5,50
258050.8179,2632516.979,13.5,50
258220.8956,2632491.486,13.5,50
254754.4223,2631144.119,13.5,50
254526.4052,2631155.46,18,50
254434.4005,2631178.373,13.5,50
254695.802,2631313.612,18,50
257112.6575,2629049.079,27,50
257254.7268,2629217.685,13.5,50
257223.252,2629227.519,15,50
257154.454,2629253.117,13.5,50
257170.9204,2629272.596,18,50
257253.2545,2629069.608,18,50
258444.6224,2630147.578,18,50
258381.4118,2630186.182,12,50
258552.0383,2630136.824,13.5,50
258394.7835,2629931.673,16.5,50
258365.4724,2629911.209,18,50
258371.1023,2629920.217,13.5,50
258326.9037,2629846.235,13.5,50
258313.9972,2629821.709,13.5,50
258321.8061,2629759.481,15,50
258356.7602,2629803.525,13.5,50
258267.7949,2629833.03,13.5,50
258256.7919,2629824.79,18,50
258249.2875,2629881.17,16.5,50
258251.019,2629749.295,18,50
258163.862,2629770.941,13.5,50
258188.176,2629812.088,13.5,50
258132.6632,2629773.672,13.5,50
258125.7609,2629781.682,13.5,50
258088.1843,2629772.037,13.5,50
258053.7852,2629762.321,16.5,50
258043.611,2629754.011,13.5,50
258078.7816,2629866.278,13.5,50
258067.9992,2629866.068,13.5,50
258042.2409,2629850.57,13.5,50
258075.8126,2629824.626,13.5,50
258125.803,2629860.421,13.5,50
258165.5479,2629845.344,13.5,50
258156.0545,2629827.103,13.5,50
258155.1514,2629869.768,16.5,50
258171.5339,2629893.075,13.5,50
258041.238,2629942.544,13.5,50
258054.9945,2629903.278,13.5,50
258096.0643,2629958.745,13.5,50
258186.5686,2629859.175,13.5,50
258215.8962,2629885.183,13.5,50
258221.2511,2629878.751,13.5,50
258217.9267,2629898.254,13.5,50
258257.9205,2629923.146,10.5,50
258259.7352,2629919.688,13.5,50
258276.2515,2630009.382,13.5,50
258187.5497,2630054.645,19.5,50
258139.0808,2630022.826,18,50
258166.1441,2630143.616,21,50
258242.1401,2630228.295,13.5,50
258251.699,2630240.209,18,50
257797.3088,2631835.299,22.5,50
257707.6215,2631854.605,13.5,50
257648.3251,2631848.224,15,50
257825.3657,2632032.258,13.5,50
257497.3072,2631807.055,13.5,50
257518.0555,2631832.796,10.5,50
257416.7098,2631786.821,18,50
257426.4117,2631781.244,12,50
257416.5422,2631972.095,13.5,50
257394.5839,2631972.593,13.5,50
257450.2725,2632024.312,13.5,50
257465.8689,2632020.595,13.5,50
257370.0221,2631957.449,13.5,50
257371.4283,2631960.248,16.5,50
257359.4468,2631941.465,10.5,50
257279.2594,2631901.33,18,50
257406.8121,2631737.837,13.5,50
257378.4715,2631749.196,10.5,50
257386.6157,2631761.887,10.5,50
257406.9633,2631770.34,13.5,50
257398.6359,2631782.424,13.5,50
258848.4284,2633106.981,13.5,50
257165.7053,2631637.197,18,50
257292.4867,2631664.653,13.5,50
257309.5864,2631683.796,10.5,50
257322.1954,2631677.288,13.5,50
257354.3745,2631717.456,13.5,50
257285.0044,2632086.385,13.5,50
257152.9715,2631996.373,13.5,50
256909.1526,2632058.265,18,50
256897.7747,2632114.108,18,50
258249.3288,2632796.194,28.5,50
258985.7438,2630293.981,18,50
258747.8544,2634386.824,19.5,100
258735.457,2634377.059,19.5,100
259625.5124,2635174.436,13.5,100
259630.264,2635092.361,12,100
258855.577,2635282.557,18,100
258699.8806,2635360.504,12,100
258847.2226,2635209.564,10.5,100
258840.9411,2635199.696,10.5,100
258850.465,2635220.59,19.5,100
258859.6137,2634913.505,15,100
259693.5523,2635219.843,10.5,100
259565.5538,2635308.4,10.5,100
258965.2821,2635197.622,15,100
262287.7487,2632534.277,13.5,100
262283.9443,2632550.96,11.1,100
262322.716,2632614.589,18,100
262362.0518,2632650.508,8.7,100
262313.9785,2632703.375,9,100
262333.1095,2632688.656,10.5,100
262328.8501,2632677.646,13.5,100
262365.3828,2632667.074,13.5,100
262364.7092,2632688.137,15,100
262359.3028,2632731.439,13.5,100
262371.1891,2632710.191,18,100
262400.5677,2632760.678,13.5,100
262337.2411,2632816.012,13.5,100
262302.6929,2632823.228,13.5,100
262327.976,2632872.674,10.5,100
262346.3239,2632872.372,13.5,100
262319.3117,2632841.791,9,100
262489.2866,2632761.437,13.5,100
262529.7328,2632740.829,10.5,100
262506.9973,2632784.415,12.6,100
262521.3043,2632786.396,12.6,100
262531.2805,2632710.887,13.5,100
262543.8047,2632666.36,13.5,100
262551.9958,2632668.441,13.5,100
262535.0669,2632693.096,13.5,100
262583.3566,2632777.622,13.5,100
262565.1552,2632724.735,22.5,100
262591.6061,2632596.877,13.5,100
262550.1037,2632615.287,13.5,100
262544.7149,2632659.697,13.5,100
256467.0154,2629289.138,13.8,100
256442.6004,2629292.873,18,100
256608.7572,2629226.92,25.5,100
256580.1415,2629344.856,13.5,100
256560.531,2629391.725,21,100
256571.4117,2629371.597,18,100
256517.8748,2629402.415,22.5,100
256666.939,2629351.155,14.4,100
256698.5435,2629289.68,27,100
256748.0398,2629261.147,27,100
256779.1863,2629293.866,22.5,100
256722.4749,2629257.144,22.5,100
256889.9342,2629268.738,22.5,100
256811.1292,2629313.275,18,100
256808.5538,2629342.128,21,100
256695.8417,2629371.723,18,100
256829.7828,2629391.635,21,100
256738.8177,2629440.809,24,100
256777.1941,2629478.948,18,100
256678.3931,2629608.035,21,100
256702.0299,2629618.719,24,100
256708.5643,2629461.263,21,100
256650.2235,2629448.946,16.5,100
256642.6249,2629482.316,18,100
256638.3391,2629712.866,16.5,100
256721.0077,2629837.798,18,100
256659.5311,2629760.157,15,100
256607.8859,2629782.079,22.5,100
256568.7551,2629820.411,12.6,100
256533.8704,2629868.644,28.5,100
256453.2913,2629928.727,18,100
256623.7236,2629874.89,18,100
256575.901,2629942.178,19.5,100
256548.8752,2629972.551,13.5,100
256709.7333,2630077.331,18,100
256640.7339,2630037.491,22.5,100
256622.1769,2630025.614,12,100
256603.0472,2630040.341,18,100
256560.784,2630074.293,24,100
256502.7481,2630140.645,21,100
256505.6482,2630009.844,21,100
256503.6884,2630075.253,18,100
256481.1276,2630067.876,13.5,100
