X,Y,Depth_m,Arsenic_kit
256698.9738,2633077.066,30,0
256682.1852,2633109.483,30,0
256691.1358,2633096.035,30,0
256603.92,2632942.372,30,0
256649.4558,2632921.661,12,0
256625.0843,2632927.611,13.5,0
256596.0389,2632898.182,13.5,0
256621.5044,2632896.645,9,0
256593.0553,2632902.664,12,0
256588.4059,2632929.336,18,0
256592.8375,2632950.315,12,0
256585.5901,2632943.789,9,0
256579.3808,2632938.353,9,0
256387.9489,2634103.95,28.8,0
255702.1495,2630683.79,18,0
255968.4105,2630507.548,7.8,0
255986.4821,2630490.622,10.5,0
255996.386,2630533.67,22.5,0
255995.1984,2630523.718,13.5,0
255610.7996,2630165.642,28.5,0
259666.3701,2631129.365,24,0
260294.1148,2632852.358,9,0
260291.2044,2632865.502,9,0
260280.1647,2632742.923,9,0
260244.2415,2632838.678,9,0
260252.206,2632739.086,10.5,0
260203.1839,2632643.242,7.5,0
260172.8915,2632764.659,18,0
259929.0954,2632352.686,18,0
256551.1638,2632938.951,9,0
256546.0644,2632952.328,9,0
256553.2041,2632936.279,15,0
256557.0939,2632938.331,9,0
256549.3401,2632905.23,13.5,0
256555.8591,2632917.306,9,0
256569.4833,2632896.504,9,0
256530.5019,2632905.649,9,0
256534.958,2632927.169,9,0
256522.1611,2632952.897,9,0
256518.8505,2632934.433,12,0
256511.8516,2632955.328,12,0
256501.2929,2632946.477,12,0
256496.0657,2632949.714,10.5,0
256471.3494,2632915.198,12,0
256467.6159,2632959.982,12,0
256466.3016,2632943.816,9,0
256448.9456,2632954.622,9,0
256417.5324,2632947.247,9,0
256432.5041,2632912.138,13.5,0
256536.6171,2632816.55,12,0
256555.5469,2632811.876,12,0
256558.9674,2632813.546,12,0
256560.9066,2632816.504,12,0
256547.461,2632827.569,9,0
256554.8342,2632825.931,13.5,0
256564.6122,2632827.476,9,0
256586.2643,2632842.91,9,0
256578.7909,2632836.589,12,0
256597.9695,2632829.97,12,0
256601.6162,2632833.392,12,0
256600.6723,2632843.345,9,0
256597.758,2632830.131,9,0
256595.2975,2632877.392,9,0
256600.0118,2632883.294,9,0
256586.9045,2632874.895,9,0
256582.7008,2632860.19,9,0
256601.5758,2632876.683,9,0
256577.3849,2632870.402,9,0
256570.0254,2632863.699,9,0
256571.8109,2632863.707,13.5,0
256561.8609,2632873.209,18,0
256551.3362,2632866.373,12,0
256538.1359,2632845.847,18,0
256543.6147,2632869.726,12,0
256519.0839,2632852.344,13.5,0
256506.7002,2632859.982,13.5,0
256500.5943,2632854.698,12,0
256522.6527,2632862.277,10.5,0
256514.0982,2632871.449,13.5,0
256505.9608,2632874.447,13.5,0
256516.7744,2632838.052,12,0
256522.5312,2632814.958,9,0
256529.3914,2632824.465,9,0
256503.4252,2632803.047,13.5,0
256502.2986,2632820.862,9,0
256488.5452,2632825.877,9,0
256523.9408,2632809.835,9,0
256526.9667,2632805.261,13.5,0
256508.9205,2632785.744,13.5,0
260652.883,2632449.32,18,0
260693.0949,2632291.313,18,0
260689.9818,2632288.04,9,0
260697.6971,2632261.319,22.5,0
260716.1926,2632269.878,15,0
260729.5728,2632277.413,18,0
260726.0082,2632308.497,18,0
260736.3486,2632317.19,18,0
260879.2691,2632389.066,18,0
255297.3627,2630330.491,18,0
255294.3849,2630340.396,18,0
260058.4006,2632477.538,13.5,0
260028.6374,2632727.691,21,0
260001.1871,2632767.907,9,0
260123.1766,2632726.002,10.5,0
260003.578,2632795.618,9,0
259850.9673,2632848.359,9,0
260168.7966,2632781.63,22.5,0
259540.9263,2632845.179,13.5,0
256503.9878,2632807.514,10.5,0
256490.9642,2632789.855,9,0
256426.5727,2632834.982,9,0
256426.406,2632862.142,9,0
256412.8091,2632856.585,9,0
256388.5102,2632851.96,12,0
256401.3553,2632841.267,12,0
256385.1939,2632857.022,12,0
256379.2071,2632855.303,12,0
256421.2997,2632898.971,9,0
256415.8162,2632894.558,9,0
256411.4766,2632885.056,9,0
256385.2873,2632913.852,9,0
256520.2044,2632873.241,13.5,0
256312.7283,2632889.134,12,0
256302.8255,2632853.245,27,0
256271.7634,2632903.765,9,0
256281.1667,2632856.202,9,0
256240.3012,2632887.93,9,0
260899.4401,2632305.411,9,0
260789.1644,2632247.098,9,0
260612.0555,2632262.426,12,0
260611.1552,2632252.382,15,0
260633.5282,2632210.933,15,0
260623.1615,2632215.637,15,0
260603.6705,2632209.653,9,0
260555.7173,2632247.532,13.5,0
260480.2506,2632258.978,9,0
260487.2573,2632281.069,13.5,0
259420.4444,2630749.385,10.5,0
259362.348,2630817.398,13.5,0
259354.1107,2630934.79,30,0
259502.8527,2633074.993,6.3,0
259562.4677,2633096.348,13.5,0
259587.3874,2633098.329,13.5,0
259671.9185,2633140.483,18,0
259672.4395,2633102.377,18,0
259676.7788,2633106.846,13.5,0
259678.3091,2633153.723,9,0
259710.3427,2633106.493,9,0
259672.3535,2633064.8,9,0
259709.2158,2633112.744,9,0
259717.9501,2633119.453,9,0
259752.0232,2633083.891,9,0
259789.8554,2633171.773,9,0
259772.5254,2633165.653,10.5,0
259761.2261,2633153.804,9,0
259869.8014,2633028.411,18,0
259879.9901,2633054.74,9,0
259890.9109,2633056.685,9,0
259838.2241,2633122.684,13.5,0
259835.6089,2633132.944,13.5,0
258809.6999,2631110.015,22.5,0
256741.9999,2632880.404,22.5,0
256701.5181,2632896.373,18,0
256390.9989,2632807.922,12,0
256419.7424,2632801.4,7.5,0
256481.4473,2632775.359,13.5,0
256453.6415,2632736.076,9,0
256448.12,2632710.636,9,0
256446.6879,2632702.794,9,0
256439.5125,2632687.775,9,0
256409.6981,2632662.689,9,0
256411.2091,2632672.249,10.5,0
256417.35,2632671.003,10.5,0
256413.5788,2632603.331,9,0
256369.2014,2632642.26,12,0
256413.3948,2632639.64,12,0
256393.0405,2632641.905,9,0
256378.0948,2632643.094,12,0
256377.1809,2632625.881,9,0
256086.1047,2632684.331,15,0
256423.0498,2632856.18,12,0
256431.12,2632850.768,28.8,0
260354.1389,2632191.605,13.5,0
260308.789,2632139.464,9,0
255650.3335,2630707.171,9,0
255648.9155,2630727.99,9.6,0
255647.676,2630751.835,13.5,0
255654.9499,2630804.986,9,0
255637.9458,2630821.555,12,0
255639.5844,2630836.583,12,0
255669.9909,2630907.104,18,0
255689.5379,2631017.419,13.5,0
255692.0689,2631016.439,13.5,0
255704.9916,2630963.679,21,0
255718.9352,2630964.819,19.5,0
255708.3918,2630991.913,13.5,0
255721.6846,2631038.072,13.5,0
255731.0314,2631043.895,13.5,0
255737.5178,2631052.934,18,0
255739.5473,2631074.94,13.5,0
261329.4331,2632329.861,9,0
261331.3214,2632270.27,13.5,0
261339.0856,2632248.725,18,0
261335.0446,2632245.197,18,0
261339.2818,2632229.525,22.5,0
261343.9588,2632221.85,13.5,0
261340.6082,2632212.515,13.5,0
261341.5384,2632217.599,13.5,0
257151.5425,2633306.322,9,0
256479.0612,2633092.54,12,0
255746.3519,2631060.289,13.5,0
255758.3976,2631065.965,13.5,0
255745.7269,2631024.756,13.5,0
255748.9029,2630995.102,19.5,0
255743.2145,2631001.449,18,0
255803.8266,2631032.377,13.5,0
255814.9947,2631027.562,13.5,0
255829.89,2631072.441,10.5,0
255805.8539,2631054.261,18,0
255797.5916,2631064.543,12,0
255799.3258,2631060.464,12,0
255797.0479,2631060.177,18,0
255788.3867,2631064.103,18,0
255785.5882,2631052.299,13.5,0
255742.4037,2630946.803,18,0
255779.0741,2631065.375,15,0
255790.2714,2631079.044,15,0
255783.6264,2631095.057,13.5,0
255769.5226,2631094.078,13.5,0
255762.2448,2631085.767,10.5,0
255762.2435,2631112.525,13.5,0
255770.811,2631114.174,13.5,0
255764.8611,2631106.045,13.5,0
255781.6719,2631113.517,13.5,0
255752.3948,2631177.762,22.5,0
255795.5071,2631096.035,13.5,0
255793.6724,2631114.466,12,0
255819.3776,2631097.871,13.5,0
255837.572,2631104.243,12,0
255839.2713,2631109.22,12,0
255847.376,2631138.693,13.5,0
255833.9393,2631131.619,21,0
255826.5543,2631129.58,21,0
255828.807,2631131.39,21,0
255837.7793,2631137.332,21,0
255869.3609,2631117.916,9,0
255876.2742,2631150.763,18,0
255882.5008,2631110.414,13.5,0
259839.2334,2632977.567,13.5,0
259882.0322,2632975.928,9,0
259913.6087,2632996.376,13.5,0
262420.3267,2633091.482,12,0
262412.8607,2633090.639,12,0
262484.7989,2633073.316,18,0
262488.9146,2633033.555,13.5,0
260137.2531,2633209.436,13.5,0
260194.1187,2633152.211,13.5,0
262425.0441,2633026.969,9,0
261325.7279,2632186.589,12,0
261324.665,2632183.783,12,0
261322.3238,2632182.79,12,0
261338.899,2632182.453,9,0
261330.1343,2632175.984,9,0
261319.8199,2632161.554,10.5,0
261320.2834,2632146.686,9,0
261311.2817,2632148.108,9,0
261333.4498,2632140.229,10.5,0
261339.0708,2632127.097,9,0
261343.1733,2632111.044,9,0
261326.7096,2632114.995,9,0
261307.359,2632123.746,9,0
261332.3477,2632197.234,13.5,0
261309.4222,2632140.03,18,0
261300.2696,2632138.046,9,0
261299.0579,2632126.224,9,0
261307.9222,2632142.869,9,0
261286.3753,2632118.501,9,0
261297.5103,2632115.299,13.5,0
261287.0208,2632106.324,9,0
261320.9371,2632093.533,13.5,0
261324.8261,2632060.396,22.5,0
261332.4211,2632069.02,18,0
261317.8316,2632057.084,9,0
261326.4664,2632048.936,9,0
261338.2519,2632112.129,9,0
261348.7602,2632103.569,10.5,0
261301.1914,2632070.612,9,0
261294.7965,2632061.681,9,0
261306.2585,2632045.164,9,0
261288.4451,2632085.423,13.5,0
261255.3436,2632087.529,10.5,0
261255.7525,2632099.336,10.5,0
261286.7603,2632084.355,10.5,0
261300.4778,2632022.655,12,0
261287.3818,2632024.06,12,0
261292.5309,2631947.149,9,0
261289.946,2631942.76,9,0
261284.93,2631920.554,12,0
261263.7218,2631934.844,13.5,0
261262.3679,2631898.887,12,0
261236.1279,2631911.774,12,0
261234.3936,2631913.391,7.5,0
255895.6509,2631168.472,12,0
255923.159,2631153.864,13.5,0
255935.6095,2631233.705,18,0
256004.2339,2631267.926,13.5,0
256068.3772,2631301.544,10.5,0
256088.4052,2631303.585,12,0
256124.3909,2631315.813,12,0
256128.8822,2631326.178,12,0
256200.1861,2631296.193,18,0
256214.1277,2631295.727,18,0
256182.4037,2631366.56,10.5,0
256207.2026,2631399.699,9,0
256158.2802,2631373.041,10.5,0
256230.6739,2631390.518,12,0
256245.1455,2631386.531,22.5,0
261905.8502,2634284.25,13.5,0
261914.3477,2634253.842,13.5,0
261902.7416,2634251.126,13.5,0
261853.4295,2634286.135,13.5,0
261880.0781,2634263.518,13.5,0
261871.6251,2634196.537,10.5,0
261892.7604,2634205.494,13.5,0
261884.9287,2634172.514,13.5,0
261895.9908,2634163.991,18,0
261895.5625,2634141.578,13.5,0
261893.1587,2634133.668,18,0
261893.7214,2634142.389,13.5,0
261913.404,2634118.661,9,0
261917.3352,2634099.463,9,0
261922.2354,2634089.334,13.5,0
261924.5327,2634065.891,13.5,0
261921.3274,2634012.894,12,0
261868.0193,2633976.009,13.5,0
261909.3359,2633963.506,13.5,0
261911.8504,2633942.846,13.5,0
261894.9648,2633934.608,13.5,0
261903.3326,2633933.152,13.5,0
256297.4562,2633851.785,27,0
256257.4412,2633863.326,27,0
256305.9327,2633977.956,27,0
261245.4002,2632038.608,12,0
261233.0763,2632051.583,15,0
261233.0444,2632066.768,10.5,0
261200.1124,2632035.65,12,0
261191.6182,2632061.582,9,0
261175.8496,2632060.569,9,0
261167.4083,2632049.852,9,0
261182.3478,2632089.226,9,0
261185.4271,2632089.9,9,0
261208.4636,2632083.352,13.5,0
261206.6856,2632070.333,18,0
261206.8859,2632079.385,9,0
261218.6356,2632078.763,9,0
261223.9473,2632079.521,9,0
261214.2637,2632121.428,24,0
261216.8135,2632144.391,10.5,0
261240.1848,2632127.613,12,0
261231.7097,2632155.754,13.5,0
261264.1281,2632180.668,10.5,0
261268.4026,2632189.012,9,0
261236.6924,2632193.547,13.5,0
261262.8969,2632150.049,9,0
261262.2116,2632157.211,9,0
261278.8753,2632157.104,9,0
261269.83,2632169.847,9,0
261288.7538,2632184.422,12,0
261289.6035,2632178.446,9,0
261278.5036,2632197.741,9,0
256263.6543,2631399.38,10.5,0
256244.6239,2631426.589,9,0
256275.7372,2631410.87,9,0
256255.8651,2631319.544,6.6,0
256362.5945,2631383.801,13.5,0
256366.5041,2631384.516,10.5,0
256370.7066,2631406.15,13.5,0
256322.9115,2631416.995,13.5,0
256324.0548,2631436.146,13.5,0
256327.9761,2631404.065,13.5,0
256355.0528,2631473.491,9,0
256349.4025,2631430.304,10.5,0
256352.7565,2631452.845,13.5,0
256378.4866,2631451.483,13.5,0
256374.5883,2631435.203,9,0
256384.8319,2631437.453,13.5,0
256397.401,2631403.676,13.5,0
256394.961,2631423.203,13.5,0
256492.8555,2631480.106,7.8,0
256517.5137,2631486.137,9,0
256597.7421,2631515.753,13.5,0
256638.053,2631520.852,13.5,0
256634.8101,2631534.374,13.5,0
256644.9293,2631539.423,13.5,0
256653.0115,2631534.124,10.5,0
256141.3765,2634265.626,28.5,0
256079.9425,2634214.604,30,0
256101.62,2634218.445,30,0
261891.0302,2634031.912,18,0
261832.8803,2634044.043,13.5,0
256643.9833,2631501.471,10.5,0
256649.7,2631508.508,13.5,0
256652.1376,2631470.443,13.5,0
256645.195,2631480.015,10.5,0
256672.8356,2631462.618,13.5,0
256667.9556,2631463.136,9,0
256671.6273,2631459.834,9,0
256688.378,2631438.859,13.5,0
256688.2914,2631450.999,12,0
256697.5646,2631476.877,18,0
256665.5214,2631495.768,9,0
256614.125,2631591.832,13.8,0
256615.9852,2631628.228,9,0
256624.9947,2631615.556,10.5,0
256639.8679,2631615.083,13.5,0
256648.7281,2631603.176,13.5,0
256638.4224,2631621.664,13.5,0
256655.7852,2631595.869,12,0
256669.5619,2631605.992,13.5,0
256654.7118,2631629.675,13.5,0
