X,Y,Arsenic_kit,Arsenic_lab
259152.7,2631305,500,344.7548247
261318.1,2629879,500,345.9927221
260599.7,2632499,500,370.4443519
262609.2,2633268,500,373.8849617
261393.5,2629934,500,376.0895741
260064.2,2631970,500,400.5122286
260919.9,2630095,500,412.5856648
260720.5,2630051,500,473.3563766
261000.7,2630170,500,488.4618319
261410.1,2629768,500,518.1178462
260769.2,2632883,500,518.5447735
261328.8,2629848,500,521.2080456
261407.9,2629758,500,525.3591961
261308.5,2629849,500,543.8398583
260687.8,2632729,500,248.93
255507,2632169,500,308.88
255462.8,2632074,500,244
257852.8,2632608,500,299.53
257801.3,2632580,500,235.15
256563.5,2630013,500,305.72
256387,2633761,500,117.82
259184,2632124,500,192.69
259199.8,2632159,500,114.4
259009.9,2632083,500,248.26
259711.4,2631959,500,358.14
259337.7,2632072,500,282
259331.1,2631876,500,319.19
259190.2,2632097,500,251.56
258730.4,2632036,500,213.9
258996.7,2633946,500,192.31
257647.8,2632645,500,439.69
259927.9,2631898,500,395.93
254705.9,2631337,500,422.07
254820.3,2631261,500,334.51
254830.9,2631285,500,368.9
254647.1,2631177,500,309.92
254420.6,2631248,500,506.7507985
254056.6,2630033,500,218.004379
254718.6,2630279,500,257.8023291
258629.2,2633003,500,386.8279539
259321.6,2632942,500,351.2063166
260176.8,2633375,500,267.5535238
260093,2633348,500,282.519542
259951.4,2633726,500,100.6516492
259932.6,2633816,500,196.2310728
261313.7,2633384,500,131.2489449
261262,2633336,500,172.3587642
260046.3,2631966,500,157.358085
260077.8,2632019,500,271.7523069
260639.1,2632253,500,318.9363385
258916.9,2632928,999,700.89
262019.8,2632425,999,413.87
260260,2628879,1000,478.96
260205.3,2628890,1000,128.29
262807.6,2633517,1000,240.95
259197.5,2629969,1000,604.56
259214.7,2629980,1000,1182.91
259453,2629955,1000,881.02
258842.3,2629308,999,487.82
258451,2628753,999,375.04
258813.6,2628643,999,347.66
258785,2628723,999,799.38
258690,2628680,999,277.28
261483.3,2629863,999,376.7
261462.6,2630070,999,563.75
265759.8,2636213,999,176.76
263049.4,2623721,999,369.14
263078.2,2623553,999,364.66
263039.5,2623505,999,200.63
263068.6,2623466,999,469
263573.3,2623208,999,200.99
262257.6,2621758,999,421.48
262319.4,2621773,999,534.07
262296,2621809,999,568.83
262248.4,2621756,999,529.63
262078.4,2624384,999,503.35
261991,2621999,999,357.21
261832,2622034,999,332.17
265985.5,2626762,999,566.72
267042.1,2624079,999,330.42
267100.3,2624100,999,419.15
267233.5,2624392,999,637.36
267283.8,2624819,999,277.44
266219.7,2619675,999,35.45
266161.2,2621205,999,13.36
265548.5,2621376,999,26

