X,Y,Depth_m,Arsenic_lab
258092.0144,2632480.499,14,10
258160.2536,2632494.096,17,89
258021.6178,2632435.47,29,139
258159.5444,2632451.669,18,83
258202.5989,2632489.731,12,42
258069.7696,2632473.447,14,60
258065.7573,2632434.732,12,57
258059.8268,2632384.969,15,26
258065.1404,2632397.844,23,147
258061.4986,2632381.284,15,29
258075.4834,2632510.25,24,111
258023.4705,2632546.246,21,238
258110.3031,2632555.874,17,10
257839.1148,2632601.077,19,397
257852.7949,2632608.161,18,351
257801.3328,2632579.548,17,369
257795.9873,2632564.79,17,295
257768.5639,2632546.855,22,321
257820.9471,2632533.014,17,365
257740.2924,2632587.884,21,442
257792.0373,2632529.841,18,412
257869.7606,2632500.838,21,362
257729.5124,2632553.049,21,380
257700.5395,2632546.11,21,446
257801.177,2632570.243,20,403
257691.9247,2632537.058,14,404
257682.0388,2632555.617,14,332
257657.6677,2632622.509,17,207
257654.8844,2632559.839,21,143
257735.4147,2632497.547,21,230
257710.1768,2632512.707,17,141
257873.3396,2632513.632,14,234
257659.5173,2632428.567,14,150
257623.6233,2632416.314,15,144
257564.8017,2632459.739,15,154
257612.5618,2632571.629,11,135
257988.9657,2632111.021,11,54
257933.3614,2632139.653,15,117
257677.2037,2631865.04,12,11
257775.8753,2631868.929,14,32
257660.3423,2631868.979,11,16
257753.6061,2631957.947,12,25
257763.9543,2631966.97,12,23
257746.2549,2632127.936,11,36
257601.433,2632108.2,11,45
257799.6341,2631966.373,14,102
257594.2948,2632089.926,14,111
257790.1815,2632010.854,11,49
257782.0207,2632035.036,14,21
257835.5623,2631980.62,12,52
257816.0003,2631932.857,12,56
257853.0408,2632013.569,12,34
257696.3676,2632193.483,21,6
257872.1373,2632033.527,12,29
257465.8456,2631927.641,14,27
257295.7937,2632021.021,14,29
257474.3467,2632027.225,14,17
257453.6714,2631913.108,14,47
257440.7944,2631953.99,17,61
257297.1145,2632002.494,14,42
257340.8634,2631972.286,27,217
257386.9233,2631982.594,17,48
257341.4728,2631911.332,15,77
257122.8023,2632042.428,17,61
257271.5355,2631894,17,96
257270.9465,2631858.884,9,94
257187.6587,2631860.281,9,93
257223.5563,2631872.644,9,102
257303.4186,2631867.647,11,124
257150.6908,2631984.673,18,142
257220.0677,2631865.278,18,131
257250.7436,2631870.304,11,83
258399.1139,2631941.615,12,264
258399.8851,2631987.808,14,184
258418.1706,2631965.342,14,248
258388.3648,2631908.552,14,127
258370.4367,2632160.049,15,25
258443.2193,2632140.329,12,69
258293.4901,2632229.591,14,61
258310.5676,2632238.613,14,50
258381.2836,2632095.157,14,20
258518.5046,2632068.933,14,89
258440.7229,2631990.783,12,85
258454.8123,2631918.524,14,49
258438.3112,2631950.157,14,29
258279.2125,2632394.266,21,63
258486.6541,2632909.707,12,16
257047.4277,2631500.739,17,81
257209.2728,2631525.725,15,181
257119.5633,2631545.624,17,125
257173.8381,2631437.674,14,112
257201.0585,2631540.6,15,103
257130.3369,2631482.727,15,71
257127.4671,2631512.249,12,216
257175.6235,2631446.841,17,170
257148.1341,2631425.141,14,184
257227.8969,2631420.146,17,126
257228.9481,2631379.462,20,295
257186.8692,2631405.986,18,62
257274.0811,2631334.383,14,301
257269.3237,2631354.74,23,256
257283.6257,2631295.44,9,197
257240.3094,2631351.57,12,120
257409.8837,2631326.566,14,89
257495.238,2631350.953,11,22
257401.7934,2631348.863,12,8
257372.8405,2631349.348,20,52
257393.3227,2631354.545,18,125
257459.8982,2631371.934,18,113
257491.9666,2631356.548,12,35
257489.6231,2631417.531,18,113
257497.1868,2631467.268,18,52
257500.8325,2631277.062,20,88
257389.8962,2631247.452,23,56
257375.5853,2631208.91,15,42
257380.8071,2631216.246,21,177
257313.467,2631250.617,14,135
257391.4976,2631245.652,23,167
257341.9158,2631122.712,20,192
257204.2537,2631123.137,21,236
257210.4659,2631189.517,21,231
257249.8835,2631211.017,27,255
257278.7562,2630907.698,19,241
257398.4363,2630746.906,14,146
257454.8491,2630766.238,23,200
257443.1155,2630771.975,21,132
257453.435,2630779.226,23,175
257461.7429,2630666.397,21,184
257376.3209,2630845.119,17,172
257390.5913,2630887.319,14,177
257363.7113,2630804.664,27,277
257164.0281,2630348.164,14,73
257195.6362,2630305.195,14,69
257250.4642,2630132.525,14,50
257285.5385,2630192.881,14,58
257200.2696,2630277.415,14,52
257206.2241,2630231.109,17,62
257217.0083,2630266.054,17,48
257213.2111,2630240.3,17,33
257215.7801,2630290.119,12,31
257206.8129,2630266.225,12,39
257190.3527,2630294.202,12,44
257174.2237,2630244.61,12,42
257125.3736,2630275.014,12,33
257147.8062,2630189.649,14,51
257182.5615,2630237.046,23,102
257142.8626,2630198.929,14,40
257217.4411,2630291.865,14,126
257092.9701,2630264.477,14,41
257068.379,2630318.409,20,60
257032.169,2630287.659,15,59
257056.2961,2630309.415,23,44
257086.1076,2630262.709,17,22
257121.9162,2630269.532,17,72
257081.6286,2630299.682,18,66
257028.0935,2630348.671,12,74
257184.0474,2630325.666,12,71
257052.0321,2630255.856,12,86
257088.3256,2630194.304,14,28
257095.7772,2630231.188,12,51
257000.8688,2630245.634,20,63
257024.8418,2630258.196,12,18
256977.1043,2630251.573,18,40
257015.9148,2630230.644,18,9
256979.6443,2630299.621,9,43
256948.3143,2630255.824,20,58
256907.1008,2630334.08,9,31
256894.1267,2630265.93,14,55
257056.14,2630300.11,14,126
257039.7343,2630337.395,14,52
256962.8652,2630314.64,14,83
256935.6418,2630211.714,14,16
256919.4908,2630258.08,17,13
256868.6993,2630270.014,15,27
256898.3262,2630212.34,12,20
256845.7974,2630120.809,12,33
256824.5439,2630276.295,17,57
256840.579,2630216.966,11,24
256837.7725,2630250.255,14,32
256650.025,2630305.156,15,37
256633.6445,2630240.72,12,48
256670.3087,2630201.321,14,53
256676.3952,2630156.896,12,67
256686.4629,2630045.92,17,19
256646.1457,2630074.299,11,27
256563.5267,2630012.971,27,350
256630.8522,2630074.556,12,12
256550.5162,2630051.972,12,39
256594.702,2630047.462,20,280
256678.0202,2629950.103,15,29
256621.2343,2630012.001,14,27
256579.4086,2630047.719,14,22
256638.8809,2630048.603,14,12
256677.3719,2630014.714,14,48
256555.2416,2630029.731,21,77
256516.5647,2630052.543,22,74
256561.1417,2629974.228,18,77
256525.0885,2630056.056,18,158
256489.7762,2630078.811,18,80
256495.308,2630104.536,15,55
256529.1137,2630089.23,14,90
256491.0122,2630049.205,27,52
256487.8655,2630062.222,14,259
256473.224,2630101.251,14,127
256506.8029,2630078.525,14,97
256366.4651,2630023.598,14,147
256581.5946,2629977.541,17,103
256570.442,2630023.935,17,20
256589.5916,2629949.705,14,17
256699.6826,2630025.42,14,93
256643.3589,2630011.629,14,19
256600.9621,2629916.272,14,45
256468.5719,2629927.694,20,79
256422.2935,2630007.921,23,21
256460.6683,2629961.069,13,66
256551.0206,2629778.602,11,85
256515.7522,2629901.083,18,41
256532.0869,2629865.682,14,93
256782.0535,2630072.016,17,142
256478.5878,2630019.939,14,75
256368.3549,2630032.874,22,146
256386.0496,2629975.288,14,116
256353.1228,2630036.786,14,160
256355.401,2629972.147,14,117
256673.449,2629981.538,12,83
256402.9218,2629965.808,14,36
256394.7231,2629884.613,14,29
256335.0393,2629974.263,14,124
256389.2419,2630061.997,23,308
256412.3456,2630022.826,14,101
256346.4166,2630044.323,14,301
256342.5861,2630016.686,11,196
256322.5358,2630037.301,15,167
256310.6068,2630037.502,20,169
256210.0103,2630017.033,14,271
256106.5065,2630029.857,17,127
256065.7555,2630032.427,14,143
256575.9959,2629844.666,17,100
256585.9441,2629829.762,14,52
256605.9001,2629803.498,17,65
256612.4432,2629792.307,15,70
256624.2179,2629782.912,12,51
256630.7382,2629764.298,30,102
256528.4072,2633284.155,17,205
256543.8539,2633293.203,17,41
256477.845,2633309.052,12,12
256467.3401,2633290.724,18,33
256483.1282,2633320.043,18,68
256476.7196,2633442.04,16,120
256471.9028,2633458.742,14,31
256505.132,2633415.743,24,62
256518.4795,2633397.014,17,24
256499.3825,2633377.057,17,15
256446.9793,2633492.404,18,131
256448.4006,2633473.875,26,24
256414.3868,2633476.332,27,28
256467.7071,2633512.333,15,179
256444.4868,2633544.193,14,56
256483.6816,2633552.73,18,77
256426.3209,2633579.515,14,110
256440.1365,2633588.59,27,65
256414.8084,2633598.213,18,82
256409.8051,2633603.838,18,222
256447.0505,2633599.554,18,282
256387.2765,2633779.627,18,126
256386.9667,2633761.238,18,153
256598.2238,2633591.468,29,10
256567.5511,2633586.444,21,93
256581.131,2633484.605,12,54
256668.5278,2633328.004,21,82
256619.6668,2633350.987,24,43
256597.0812,2633323.665,18,61
256603.0401,2633271.818,21,81
256749.9814,2633321.093,23,65
256292.5104,2633807.153,17,126
256297.887,2633823.683,23,140
256366.0293,2633831.732,21,95
256392.9031,2633811.001,20,92
256368.428,2633774.404,23,125
256347.7619,2633758.131,23,116
256329.9081,2633703.028,17,39
256366.9983,2633689.549,17,191
256362.9094,2633543.684,30,104
256376.778,2633561.955,30,76
256519.7415,2633980.617,18,6
256531.9768,2633998.805,17,36
256567.5903,2633994.549,17,875
260140.0959,2632701.25,9,243
260084.5824,2632735.413,9,90
260093.1955,2632744.466,9,6
260013.1356,2632731.057,9,7
259996.7244,2632768.228,9,21
260013.6557,2632762.407,9,52
260016.2762,2632815.882,8,9
259999.4075,2632825.469,8,37
260074.6938,2632753.97,8,53
260046.8964,2632719.417,8,64
260035.7715,2632558.934,23,59
260040.8683,2632558.85,23,148
260034.1911,2632568.157,23,178
259927.2673,2632472.091,8,25
260053.9041,2632527.165,8,6
260050.3877,2632518.026,12,141
260159.164,2632418.382,9,150
260031.6187,2632413.073,13,160
260040.029,2632403.737,9,35
259981.1276,2632338.231,11,70
260005.7061,2632387.685,11,51
260049.0618,2632948.304,8,45
260106.8084,2632433.987,11,29
260082.4646,2632404.806,11,63
260014.3608,2632393.082,11,113
259367.6371,2632132.351,14,107
259181.2926,2632172.349,23,71
259303.2207,2632146.276,14,44
259300.1036,2632161.175,14,112
259268.3102,2632193.062,18,92
259271.684,2632187.466,14,53
259276.7496,2632185.498,14,58
259294.8831,2632153.838,14,38
259183.9603,2632124.326,14,131
259199.8338,2632159.076,14,149
259128.7837,2632178.763,14,209
259193.9256,2632214.577,14,67
259147.4387,2632178.453,14,23
259180.4598,2632220.342,17,37
259155.8684,2632176.429,14,86
259088.2235,2632192.403,14,64
259078.7678,2632138.931,30,144
259112.6942,2632131.053,14,152
259123.7181,2632180.731,27,127
259178.0631,2632076.335,14,217
259146.2716,2632108.332,15,173
259039.2026,2632108.231,14,193
259042.3213,2632093.442,14,220
259034.9966,2632161.82,26,160
259041.6421,2632150.629,17,162
259047.1712,2632078.514,17,165
259033.1833,2632052.929,14,81
259068.2779,2632017.219,14,37
259009.9236,2632082.901,17,186
259921.3183,2631910.741,18,193
259853.5172,2631917.406,14,155
259867.1361,2631920.837,14,190
259792.5124,2631829.775,14,406
259823.5859,2631858.844,17,403
259803.9533,2632211.862,14,156
259709.4341,2631941.959,18,253
259763.2778,2631911.48,24,341
259711.443,2631958.546,18,221
259762.818,2631883.786,24,292
259720.5942,2631895.568,14,206
259744.0413,2631876.785,20,305
259656.9144,2631953.911,18,389
259716.1478,2631836.583,20,288
259715.4121,2631792.273,14,139
259687.0536,2631822.329,14,207
259689.5831,2631870.265,14,146
259722.7164,2631925.117,18,199
259694.8641,2631881.258,14,323
259691.3668,2631879.432,14,421
259744.7628,2631815.83,14,78
259588.1994,2631807.35,14,232
259697.7077,2631849.853,14,143
259697.7077,2631849.853,14,171
259580.5958,2631859.111,12,199
259598.1722,2631892.061,14,248
259695.5687,2631923.685,14,361
259563.6889,2631964.657,27,429
259585.5242,2631953.214,14,186
259558.7817,2631877.978,15,388
259586.3076,2631896.025,15,304
259687.1143,2631825.984,18,336
259706.767,2631781.336,18,344
259589.7171,2631794.36,14,138
259588.4755,2631823.966,15,190
259596.0104,2631866.279,15,279
259559.1951,2631798.524,30,373
259569.4814,2631803.893,14,204
259627.774,2631832.51,14,209
259533.0966,2631762.059,14,263
259425.4435,2631726.95,18,330
259407.0494,2631847.258,18,325
259490.4595,2631853.296,18,153
259420.8526,2631861.766,14,260
259577.6624,2631885.088,14,315
259572.9021,2631905.445,14,200
259513.6442,2631923.05,18,282
259593.6272,2631925.378,21,368
259532.8617,2631950.432,18,256
259666.5419,2631815.245,14,151
259504.3388,2631768.078,14,362
259579.3389,2631783.452,15,525
259482.3406,2631775.867,14,159
259440.5358,2631819,14,221
259445.7563,2631826.338,14,242
259414.4928,2631884.033,14,236
259446.0325,2631842.954,14,209
259501.7583,2631919.591,14,122
259472.452,2631794.425,21,343
259504.3234,2631871.459,14,393
259493.8236,2631853.24,14,493
259617.7181,2631945.366,14,191
259461.3846,2631846.355,18,233
259561.3117,2631925.915,14,218
259489.7998,2631917.906,14,477
259443.2059,2631979.624,18,379
259426.1308,2631970.711,15,348
259416.5842,2631911.699,16,302
259411.303,2631900.707,14,271
259396.288,2631917.577,15,234
259456.3188,2631848.323,14,315
259460.5226,2632101.221,15,256
259398.3727,2631834.438,14,102
259375.7155,2631906.839,20,326
259395.8246,2631987.835,14,161
259441.2378,2631959.379,14,116
259399.0821,2632085.622,14,101
259403.469,2632140.952,14,67
259337.6727,2632071.906,23,317
259380.8098,2632004.706,9,244
259347.8497,2631966.472,14,226
259392.4802,2631995.204,14,165
259405.4662,2631954.433,14,386
259363.7686,2631899.724,14,332
259323.7288,2631944.712,23,352
259288.0788,2631947.078,21,319
259226.6097,2631831.755,27,278
259351.2262,2631862.924,26,342
259364.6003,2631851.621,18,166
259281.9388,2631884.464,23,309
259225.2864,2631850.281,18,359
259265.6948,2631827.448,23,388
259203.963,2631898.615,24,294
259235.4671,2631953.493,14,95
259235.4671,2631953.493,11,10
259179.5836,2631965.504,24,359
259170.1399,2631906.602,18,260
259133.4961,2631953.417,30,324
259147.5761,2631984.541,15,332
259167.933,2631982.319,21,404
259159.5456,2631882.733,23,128
259126.0815,2631918.415,27,327
259063.2244,2631915.805,14,340
258928.2784,2631980.769,14,291
258936.4724,2631958.471,18,148
258987.6904,2631972.466,14,435
259012.1612,2631911.115,14,187
258953.3338,2631954.534,14,301
259007.5253,2631938.894,14,305
259122.0907,2631984.965,14,262
259009.3704,2631951.717,14,326
259124.9427,2631948.02,14,192
259159.977,2631908.654,23,344
259004.132,2631839.225,14,257
259173.351,2631897.351,27,297
259018.336,2631877.771,14,317
258845.3414,2631996.999,14,369
258847.8748,2631947.094,14,308
258890.9382,2631979.618,14,286
258856.5206,2631958.03,18,274
260507.1329,2631978.597,18,209
258804.3488,2631984.718,14,178
258867.6986,2632016.903,27,220
258854.1404,2632017.129,14,171
258881.6042,2632031.409,14,386
258854.4782,2632037.401,14,345
258846.2645,2632052.386,14,397
258830.4804,2632023.064,14,192
258850.7154,2632013.53,14,139
258837.7624,2632056.184,14,481
258772.7808,2631828.232,14,208
258755.8288,2631826.742,23,249
258799.538,2631800.085,14,183
258801.6716,2631824.094,15,124
258862.1599,2631782.42,14,138
258865.083,2631859.935,14,154
256905.4157,2632456.066,14,38
256910.5424,2632457.753,14,16
256983.4082,2632449.215,14,53
256933.7413,2632527.615,14,90
257051.9896,2632483.078,14,204
256987.276,2632473.085,23,50
257063.3312,2632551.256,14,31
256953.6903,2632397.967,15,43
257033.305,2632481.619,11,61
256966.9812,2632478.966,14,55
257130.3629,2632492.843,14,38
256999.5047,2632496.924,14,30
257027.3076,2632428.089,14,52
257058.2317,2632447.959,17,34
257035.9248,2632437.252,12,32
257055.9364,2632311.261,14,77
257022.4166,2632343.293,14,67
257020.3503,2632317.399,14,67
257043.6101,2632390.917,14,64
257043.3311,2632374.3,14,35
256929.7522,2632387.289,12,57
256946.6426,2632385.121,18,76
256924.1583,2632357.797,14,75
256918.9385,2632350.572,10,90
256881.4632,2632347.434,9,62
256924.7658,2632296.843,20,34
256921.867,2632324.594,14,50
256975.6132,2632288.676,14,226
257015.6751,2632245.453,14,123
256899.5915,2632315.771,14,121
256950.1579,2632290.876,14,233
256942.1323,2632316.94,14,120
256993.0047,2632207.051,14,33
257034.9788,2632180.528,14,238
256971.7495,2632155.772,14,282
256922.782,2632178.756,18,329
256920.5029,2632243.395,9,13
256848.2617,2632392.315,20,152
256849.6452,2632377.554,14,54
256865.8892,2632227.691,15,256
256920.0641,2632114.09,14,88
256924.5416,2632077.116,14,44
256888.6002,2631965.029,14,86
256923.1143,2631992.151,17,230
255478.7638,2632009.171,14,167
257062.5539,2632000.89,14,7
257086.6261,2632013.45,14,230
257154.2725,2631997.578,14,86
257126.6593,2631968.455,14,50
257195.9472,2632050.398,18,53
257152.857,2632010.455,14,30
257174.2679,2632071.039,18,163
257161.1026,2631997.463,18,205
257229.5926,2632025.788,14,16
258695.978,2632010.569,14,171
257200.593,2632223.955,9,13
257096.9804,2632229.35,11,22
257108.9056,2632125.767,14,54
257196.6907,2632094.708,14,147
257244.3589,2632097.565,14,73
257233.4213,2632053.426,14,61
257256.1634,2632090.054,18,59
257311.5811,2632050.342,14,15
257121.4376,2631961.119,14,86
256854.4409,2632056.132,14,353
256829.5138,2632089.793,18,368
257058.3084,2631747.989,14,30
257081.3773,2631603.552,17,93
257115.9744,2631538.371,14,58
257085.5134,2631546.195,18,117
257069.0762,2631478.214,14,122
257066.6382,2631430.165,11,138
257050.8516,2631400.955,14,120
256943.3292,2631677.894,12,45
257157.1346,2631657.684,14,78
257185.2416,2631612.89,14,59
257269.2423,2631653.92,18,128
257169.1134,2631563.297,14,167
257175.2942,2631627.794,14,25
257279.8399,2631677.787,14,116
257207.0236,2631592.247,14,29
257220.4894,2631586.481,14,110
257234.0577,2631684.096,18,72
257246.3163,2631709.708,14,101
257271.1634,2631768.462,9,108
257278.0753,2631675.933,14,28
257343.4737,2631726.583,14,23
257321.4744,2631630.883,14,103
257341.4306,2631604.73,14,58
257361.5095,2631585.889,9,51
257399.8216,2631742.26,14,28
257271.4011,2631685.353,14,43
257333.0935,2631715.677,9,28
257363.8941,2631728.125,14,64
257432.2612,2631645.646,9,238
257434.3565,2631673.313,14,153
257398.5533,2631666.6,27,272
257387.5931,2631718.42,18,384
257400.8434,2631699.804,9,9
257391.856,2631771.979,23,92
257417.5574,2631784.401,23,64
256933.4952,2631602.378,11,19
256922.6928,2631663.504,23,23
256897.3491,2631575.284,9,6
256878.2863,2631448.176,14,7
257400.1317,2631760.759,14,56
257378.173,2631764.784,14,24
257244.0057,2631772.574,18,56
257413.7922,2631760.53,14,355
257400.7816,2631799.531,14,30
257443.9725,2631735.979,14,17
257459.4497,2631746.801,11,22
257427.8769,2631688.27,18,13
257504.8296,2631819.948,14,35
257482.5222,2631809.241,14,68
257537.0529,2631813.868,11,39
257599.7573,2631807.277,11,25
257644.3403,2631826.808,14,18
257302.3042,2631904.565,18,55
257243.8618,2631964.605,14,104
257252.3547,2631966.346,14,31
257068.4207,2631840.121,14,21
257025.7071,2631525.038,14,12
256903.8074,2631553.014,14,6
256942.6324,2631436.014,14,58
256936.1741,2631458.284,14,57
256882.1771,2631479.469,14,6
256872.4793,2631509.217,11,6
256934.2348,2631543.195,14,11
256912.7294,2631477.072,14,8
256882.3948,2631492.429,11,39
256880.8776,2631505.309,14,32
256418.8801,2631520.5,12,50
256913.1647,2631502.993,9,7
256854.2568,2631535.341,14,45
256935.6591,2631524.777,15,64
256737.1606,2631448.663,11,45
256918.1645,2631393.875,11,56
256868.1214,2631450.119,11,14
256840.7789,2631443.265,11,71
256874.8815,2631451.889,11,75
256912.9741,2631388.422,14,69
256881.6803,2631449.891,11,36
256870.6215,2631501.824,14,9
256852.4623,2631531.715,11,12
256864.2831,2631428.022,11,15
256852.6167,2631540.909,18,6
257115.7253,2631523.527,12,41
256887.9228,2631414.772,9,82
256833.3585,2631408.264,9,93
256818.8724,2631456.487,14,15
256811.8524,2631342.141,14,39
256767.8858,2631656.797,14,45
256738.1529,2631507.707,14,52
256728.6674,2631446.922,14,57
256602.2953,2631615.258,18,47
256859.0749,2631518.639,9,69
256817.3975,2631465.82,9,51
256864.483,2631537.053,11,23
256821.443,2631506.307,9,14
256802.6007,2631495.543,18,82
256815.8857,2631582.193,14,27
256807.2029,2631465.991,11,17
256780.3555,2631488.603,11,18
256790.608,2631388.705,9,32
256717.4993,2631589.386,14,23
256725.3962,2631452.517,11,70
256703.8386,2631589.616,14,9
256714.0904,2631489.717,14,6
256764.1682,2631538.739,11,14
256702.051,2631580.338,11,12
256574.7437,2631589.903,11,15
256655.369,2631533.143,14,15
256672.1672,2631525.437,9,9
256725.1527,2631541.167,8,96
256724.2217,2631485.779,9,7
256710.7876,2631493.429,9,15
256714.2766,2631500.795,18,6
256671.2361,2631470.049,9,13
256721.9617,2631454.459,18,15
256737.0359,2631441.241,9,29
256729.1289,2631371.233,9,19
256671.6972,2631394.36,9,31
256631.5387,2631431.934,9,29
256554.713,2631514.558,9,22
256653.729,2631538.711,11,53
256620.9781,2631513.444,9,21
256642.3238,2631466.878,9,24
256352.0941,2631593.649,14,20
256540.2225,2631459.398,14,40
256592.3751,2631528.662,12,30
256505.2549,2631502.426,12,38
256429.4793,2631544.367,14,72
256552.7865,2631400.016,14,68
256488.0061,2631386.368,14,35
256559.276,2631379.629,12,81
256466.6291,2631431.051,14,70
256475.1985,2631534.29,11,37
256469.4113,2631390.338,12,45
256366.9747,2631465.97,18,34
256409.2385,2631450.521,14,101
256445.4009,2631381.545,11,26
256413.853,2631324.788,11,104
256391.0015,2631378.803,9,25
256409.7511,2631384.028,11,27
256408.9271,2631432.022,11,120
256236.7746,2631303.834,27,272
256378.2645,2631330.927,11,136
256371.4511,2631428.996,11,124
256307.151,2631346.973,30,60
256235.3709,2631723.044,14,8
256321.558,2631391.053,14,71
256380.061,2631334.664,14,150
256311.4707,2631300.693,18,183
256344.1063,2631422.032,9,51
256305.5497,2631348.772,14,95
256283.9796,2631278.994,11,41
256331.7354,2631292.928,14,23
256304.2283,2631476.223,9,80
256254.7326,2631358.936,14,14
256368.6842,2631264.604,14,61
256220.8052,2631366.821,11,30
256022.9728,2631427.441,9,80
256218.8644,2631348.459,11,113
256262.2688,2631406.789,14,10
256260.3718,2631294.129,27,326
256226.8279,2631318.739,14,117
256263.838,2631294.071,14,68
256112.2056,2631276.347,14,52
256160.5935,2631321.739,14,66
256218.1318,2631208.078,14,51
256204.9141,2631228.579,9,21
256173.1562,2631262.356,18,121
256102.5923,2631208.141,18,59
256155.0912,2631297.786,14,37
256151.6019,2631290.421,11,125
256129.5109,2631292.677,11,32
256118.2045,2631329.766,14,29
256112.8906,2631317.002,14,40
256112.6405,2631302.158,14,24
256105.757,2631293.077,14,25
256053.0815,2631295.848,18,35
256037.7576,2631294.223,9,42
255996.6982,2631278.294,14,12
255915.9705,2631226.134,14,99
255897.6814,2631230.1,14,66
255869.563,2631195.448,14,21
255894.4599,2631160.012,14,32
255870.1984,2631136.376,14,7
255755.4692,2631184.518,14,28
255746.9863,2631086.707,18,9
255898.7785,2631113.733,14,51
255873.2294,2631110.507,23,115
255872.6989,2631079.046,14,32
255865.2462,2631042.273,14,68
255814.2712,2631043.133,12,12
255820.8832,2631030.057,14,41
255777.8094,2630997.541,14,23
255710.4627,2631037.46,14,11
255718.5592,2631009.621,14,12
255717.905,2630970.85,11,32
255705.8216,2630961.856,14,53
255677.9043,2631017.732,9,45
255741.723,2630974.215,18,27
255745.2743,2630985.236,14,6
255656.7664,2630973.765,14,63
255655.9867,2630927.571,14,42
255640.4454,2630913.096,14,41
255640.3201,2630905.674,14,37
255638.774,2630916.781,18,31
255660.4299,2630888.713,14,35
255710.3775,2630826.926,14,10
255642.7497,2630850.229,14,27
255669.4417,2630818.42,9,12
255672.5257,2630801.747,18,20
255677.1559,2630773.966,14,12
255639.5208,2630761.637,18,19
255639.2104,2630743.248,14,25
256673.4709,2631602.98,18,31
256656.425,2631595.953,9,12
256634.2097,2631590.787,14,13
256616.2056,2631629.872,14,6
256646.7259,2631625.591,9,27
256650.3397,2631640.379,9,73
256658.7378,2631636.47,12,91
256662.515,2631654.911,14,82
256674.8062,2631682.407,14,67
256696.6806,2631667.301,14,85
256747.4968,2631657.139,14,81
256858.711,2631703.361,14,45
255671.1427,2630617.053,14,42
255696.2697,2630697.962,18,8
255668.8913,2630689.116,14,14
255661.6951,2630661.536,14,46
255681.5567,2630629.842,18,13
255952.0439,2630643.785,14,59
255684.2563,2630487.629,11,12
255706.6711,2630607.256,12,20
255710.0674,2630609.083,14,20
255697.6398,2630579.707,12,15
255695.9151,2630574.195,12,17
255695.9151,2630574.195,12,26
255777.8012,2630495.248,14,65
255796.1553,2630470.894,14,48
255793.7383,2630430.379,14,11
255842.6386,2630409.165,14,23
259324.5723,2634550.401,9,40
259274.6766,2634719.324,14,48
259227.181,2634720.115,18,43
259249.1039,2634714.209,18,26
259225.1401,2634701.644,14,50
259211.7081,2634709.292,14,6
259241.8235,2634681.089,14,53
259291.2678,2634693.23,14,58
259276.9115,2634645.379,15,56
259324.1012,2634626.2,14,35
259295.626,2634648.835,14,38
259288.2733,2634617.488,9,15
259288.4578,2634628.566,14,95
259272.8926,2634612.204,9,16
259244.0798,2634614.568,9,61
259223.7876,2634620.446,14,143
259264.957,2634643.805,14,72
259216.6506,2634602.06,14,121
259284.9412,2634619.428,9,50
259192.3399,2634672.716,9,16
259202.8494,2634587.553,14,70
259213.0417,2634587.383,14,58
259226.2284,2634565.003,14,103
259186.7305,2634537.959,14,39
259189.8171,2634521.287,9,20
259119.0559,2634557.591,11,67
259106.402,2634507.94,14,32
259096.3629,2634517.304,14,22
259123.3214,2634507.658,9,23
259107.2623,2634559.561,9,57
259172.4365,2634493.875,12,85
259237.1386,2634503.878,14,20
259085.6481,2634486.124,9,31
259087.4007,2634493.408,9,14
259095.6558,2634474.877,9,33
259098.8643,2634465.516,9,6
259091.7584,2634449.013,14,18
259127.155,2634431.803,14,72
259143.8385,2634411.247,11,78
259199.5592,2634390.041,18,52
259184.7928,2634421.645,9,24
259198.4096,2634425.075,9,8
259220.7744,2634439.551,9,35
259225.7783,2634433.927,9,37
259214.0064,2634443.32,14,6
259217.8094,2634463.534,9,54
259223.1824,2634480.065,14,47
259136.7328,2634394.745,14,61
257690.1962,2634058.797,18,44
257697.7067,2634099.337,14,34
257696.4994,2634130.715,14,40
257823.5684,2634004.815,27,15
257797.0346,2634045.926,14,12
257814.1809,2634053.063,18,34
257795.2703,2634044.072,18,25
257797.6842,2634084.697,18,25
257823.1345,2634082.387,18,13
257843.3047,2634069.196,20,17
257848.338,2634065.344,23,25
257854.9519,2634052.38,18,22
257854.4881,2634024.686,18,14
257864.7106,2634026.287,18,19
257895.2277,2634022.12,18,13
258015.252,2633986.868,27,27
258049.6292,2633908.729,14,14
258058.4915,2633932.625,18,35
258201.5956,2633850.783,9,110
258237.0854,2633839.109,9,107
258253.5834,2633807.475,9,65
258248.1118,2633888.788,18,125
258290.3636,2633775.391,18,119
258295.3675,2633769.767,18,121
258314.0002,2633762.142,18,76
258322.2752,2633750.923,14,90
258313.3522,2633723.371,9,115
258384.1162,2633687.063,9,11
258390.2307,2633747.904,11,8
258458.5217,2633667.315,14,27
258455.591,2633693.293,14,8
258478.594,2633751.968,14,27
258507.5105,2633749.602,14,33
258517.5813,2633742.12,9,48
258538.1522,2633752.857,14,13
258530.9215,2633728.933,9,6
258496.424,2633696.267,12,58
258521.6604,2633681.109,9,58
258461.5153,2633645.104,14,47
259081.5908,2632002.26,23,295
259159.5954,2631989.881,23,271
259083.8457,2632033.581,14,96
259174.9972,2632100.43,14,234
259190.2274,2632096.52,14,237
259178.7711,2632118.872,14,130
259179.1398,2632141.027,14,134
258950.8924,2632009.977,14,316
258489.8136,2631877.274,14,140
