X,Y,Depth_m,Arsenic_lab
258296.9459,2633559.209,9,9
258277.8297,2633531.827,9,23
258300.902,2633490.886,9,32
258686.1355,2632948.816,12,318
258702.8205,2632928.26,12,295
258696.7074,2632867.419,14,327
258707.701,2632915.215,14,193
258897.3579,2632878.81,14,286
259044.734,2632850.537,21,207
259081.1295,2632788.988,21,350
259012.5847,2632756.888,21,454
259056.7327,2632750.612,30,392
258977.4922,2632792.598,27,297
259082.309,2632755.726,23,295
259073.6227,2632748.447,12,391
259221.677,2632760.83,15,263
259035.1348,2632782.33,18,154
259036.5815,2632869.177,23,261
259041.4015,2632852.476,15,90
259049.8307,2632850.452,23,192
259102.8394,2632868.074,17,244
259140.405,2632778.804,23,272
259146.0237,2632810.068,24,386
259157.1202,2632760.021,21,126
259149.6764,2632723.247,29,398
259123.5131,2632780.858,23,222
259152.977,2632817.376,18,228
259168.0829,2632806.044,15,211
259151.3466,2632719.451,14,102
259151.6738,2632843.216,18,162
259304.7297,2632849.865,12,108
259017.311,2632832.489,21,178
259129.4104,2632828.849,14,60
259189.7609,2632883.247,14,63
259219.9412,2632858.7,26,210
259160.8505,2632879.961,14,239
259159.6517,2632807.958,18,206
259153.725,2632758.194,21,664
259161.3743,2632911.421,18,298
259154.5742,2632913.307,23,212
259222.2881,2632895.559,23,171
259156.8019,2632845.014,18,244
259296.1474,2632842.695,27,259
259273.0417,2632881.861,23,174
259260.8683,2632867.216,18,29
259211.1118,2632836.686,23,192
259218.9585,2632799.657,17,32
259287.1946,2632813.259,27,192
259262.6357,2632771.229,11,83
259255.2684,2632941.216,14,176
259331.6405,2632831.024,18,214
259358.4143,2632908.142,20,248
259386.709,2632874.43,14,170
259431.2859,2632893.966,14,333
259319.4376,2632814.606,9,178
259448.2071,2632893.684,9,215
259514.6802,2632905.543,14,136
259430.4256,2632842.234,9,195
259389.6515,2632842.912,11,442
259571.0649,2632819.618,11,291
259373.5202,2632896.81,14,139
258207.3293,2632565.333,14,62
259939.7748,2632506.897,14,163
258260.7052,2632507.154,18,86
258260.2129,2632477.688,23,92
258235.2836,2632511.346,14,19
258202.8451,2632504.465,14,46
258244.489,2632452.022,18,17
258199.4812,2632504.521,18,51
258244.489,2632452.022,27,38
258078.2083,2632465.882,18,28
258405.2418,2632412.438,12,196
258340.931,2632426.477,14,48
258331.482,2632367.464,21,39
258349.8593,2632350.536,21,91
258255.8563,2632522.083,23,9
258395.3324,2632325.843,21,60
258319.185,2632345.508,14,73
258316.9284,2632314.188,23,63
258390.382,2632438.504,14,119
258423.4122,2632377.009,26,131
258421.4647,2632364.188,14,90
258446.6091,2632343.38,27,239
258497.2955,2632429.406,27,231
258447.6578,2632406.19,18,121
258426.9315,2632386.258,14,106
258554.0151,2632363.749,18,217
258480.0002,2632309.581,18,182
258486.0531,2632366.767,14,151
258418.7754,2632306.947,16,160
258480.4625,2632337.275,18,85
258468.4526,2632326.395,11,144
258401.946,2632312.768,14,71
258446.1468,2632315.687,14,68
258386.779,2632320.445,14,49
258327.7452,2632247.523,14,36
258410.7213,2632227.633,14,19
258461.0068,2632289.621,14,42
258325.7032,2632229.053,14,29
258411.585,2632279.365,14,35
258366.1093,2632206.217,27,266
258468.0827,2632304.24,29,15
258416.4046,2632262.664,14,23
258505.9552,2632233.467,14,168
258505.9552,2632233.467,14,13
258455.2016,2632247.279,14,164
258494.4905,2632261.36,14,71
258515.4097,2632188.987,18,131
258515.4097,2632188.987,18,115
258515.3487,2632185.332,9,13
258509.9115,2632165.034,23,103
258515.0714,2632168.715,24,225
258533.8189,2632173.943,14,142
258580.461,2632219.26,18,62
258615.7704,2632196.509,14,304
258610.3352,2632176.323,14,139
258544.4816,2632097.974,14,52
258523.2847,2632153.73,14,6
258514.6388,2632142.794,14,39
258546.9854,2632144.138,14,30
258535.2746,2632157.298,14,22
258535.2746,2632157.298,14,107
258545.2524,2632144.167,14,11
258520.0213,2632055.943,14,9
258566.6028,2632097.604,14,53
258547.6922,2632088.723,9,16
258529.8375,2632137,14,36
258587.93,2631847.935,18,24
258535.0341,2631941.23,17,16
258575.0411,2631992.198,18,33
258510.0404,2631971.121,18,39
258503.5285,2631984.194,18,47
258575.2259,2632003.276,18,17
258575.2259,2632003.276,14,37
258448.352,2631940.793,14,87
258538.4078,2631935.633,18,122
258592.3035,2632012.298,18,91
258577.7515,2632056.863,11,65
258682.7264,2632029.184,18,245
258666.7276,2631987.012,14,171
258562.1288,2631933.354,23,289
258562.1288,2631933.354,14,273
258604.5149,2631925.223,11,43
258604.5149,2631925.223,14,155
258612.5076,2632098.722,14,128
258581.4023,2632067.883,18,134
258664.9558,2632088.651,14,201
258645.4377,2632037.23,14,59
258702.39,2632193.292,18,229
258653.9912,2632042.627,18,259
258648.9865,2632048.251,14,334
258655.848,2632050.02,14,350
258739.9651,2632098.48,18,276
258625.7572,2632079.997,18,333
258584.5816,2632056.749,21,251
258644.7209,2632098.185,14,242
258643.0585,2632096.329,9,351
258655.316,2632122.053,18,319
258658.4734,2632103.496,14,258
258692.174,2632088.197,17,218
258730.3548,2632035.814,17,451
258822.4103,2632052.784,23,329
258749.1022,2632138.883,17,331
258790.7804,2632088.325,17,514
258736.9078,2632019.084,14,298
258674.7176,2632062.559,9,107
258676.0811,2632040.375,14,263
258700.7056,2631988.329,14,129
258752.1381,2632015.173,23,338
258661.4144,2631974.136,14,83
258659.7349,2632081.314,23,256
258653.6148,2632221.807,9,56
258785.0985,2631955.453,14,159
258773.3976,2631865.231,18,287
258736.0866,2631865.853,14,111
258701.7294,2631847.921,14,109
258695.6164,2631787.08,18,289
258694.4768,2631718.732,14,67
258765.684,2631708.348,18,54
258596.1231,2631727.796,18,108
258599.5573,2631628.013,18,32
258635.9454,2631669.845,14,25
258637.6079,2631671.701,18,171
259012.6228,2631840.857,14,283
258925.2632,2631897.715,14,259
259027.8533,2631836.947,21,204
258916.1891,2631763.126,17,178
258860.7037,2631799.065,14,194
258722.3026,2631858.659,14,136
258805.5896,2631857.27,18,325
258608.1333,2631738.676,18,138
258672.2722,2631708.021,18,151
258588.3376,2631670.639,14,84
258612.2147,2631775.506,14,77
258538.7832,2631756.454,14,98
258533.8394,2631765.733,14,90
258602.2975,2631792.293,14,132
258605.8712,2632006.532,14,159
258663.1862,2631774.656,9,307
258533.2468,2631834.11,14,85
258583.1729,2631868.403,14,129
258635.7752,2631867.525,18,253
258523.5899,2631560.913,18,87
258549.4161,2631580.871,14,153
258613.7091,2631559.41,18,184
258600.2332,2631570.715,14,175
258502.5855,2631524.365,18,111
258581.9875,2631491.683,18,260
258452.8839,2631497.493,23,327
258628.6627,2631538.883,18,243
258518.3166,2631446.539,14,157
258609.3286,2631400.698,18,222
258555.1063,2631512.409,18,295
258622.518,2631476.159,18,159
258761.5602,2631558.829,18,254
258690.8457,2631500.948,14,106
258894.3353,2631473.512,18,79
258743.4589,2631494.531,14,241
258776.6063,2631543.841,18,123
258696.7423,2631646.67,21,179
258690.5506,2631886.889,14,256
258528.7651,2631871.084,14,50
258652.0778,2631518.215,14,295
258748.2792,2631477.829,14,128
258991.3484,2631377.712,18,260
259005.2152,2631395.985,14,301
258969.0103,2631365.119,14,288
259156.7475,2631408.2,14,304
259028.7016,2631373.433,18,594
258897.1869,2631436.566,18,366
259109.2625,2631416.414,18,93
259149.3329,2631373.198,15,117
259135.2854,2631246.006,18,446
259132.5977,2631286.716,23,211
259164.7304,2631275.101,18,317
259187.931,2631241.473,14,365
259180.7928,2631223.088,14,180
259086.7827,2631291.135,14,672
259038.1774,2631434.218,14,560
258429.0368,2631394.509,14,43
258426.7586,2631355.765,23,478
258562.6215,2631351.615,23,407
258584.7438,2631351.246,23,474
258552.5507,2631359.207,23,481
258659.0086,2631322.306,26,605
258558.3243,2631399.665,26,465
258803.6107,2631432.585,23,153
258568.7735,2631213.005,30,270
258645.2948,2631215.385,29,389
258768.8017,2631283.577,14,344
258690.3099,2631260.841,14,274
258660.5869,2631215.13,12,321
258663.2963,2631377.637,14,317
258694.0832,2631181.33,30,129
258805.7343,2631149.995,23,581
258883.1175,2631106.157,18,677
258770.636,2631185.595,18,483
258844.5843,2631241.649,14,165
258832.9132,2631153.199,23,448
258812.0014,2631122.189,20,420
258781.273,2631010.012,14,268
258790.3493,2631046.759,15,193
258801.4467,2630996.712,13,83
258829.8665,2631068.262,23,386
258823.333,2631190.257,23,357
258993.4149,2631091.467,24,332
258831.9889,2631195.653,18,307
258994.0612,2631032.286,24,407
258986.7983,2631104.43,23,363
258986.7374,2631100.775,23,339
258963.4447,2631128.864,14,261
258875.2523,2631038.031,14,129
258904.6867,2631072.556,14,197
259087.6581,2631141.533,14,18
258900.5745,2631131.794,14,331
258821.2718,2631164.473,18,368
259004.7798,2631063.576,18,405
258905.9172,2631146.443,14,323
258862.7593,2631108.38,14,464
258950.1527,2631151.246,23,451
258528.8129,2631054.887,14,42
258454.5983,2631093.023,23,132
258499.7044,2631046.064,18,21
258452.043,2631037.663,27,132
258436.7793,2630941.849,18,16
258400.7305,2631018.242,14,50
258458.0933,2630996.896,9,71
258454.4517,2630980.336,14,22
258357.138,2630954.258,18,28
258421.8881,2630966.142,27,118
258421.0877,2630918.176,14,33
258434.5641,2630906.871,14,24
258319.6931,2630953.111,14,27
258306.0414,2630947.798,14,58
258355.8672,2630981.981,18,144
258270.8216,2630976.088,18,56
258267.5183,2630979.799,18,99
258374.1635,2630953.974,14,144
258315.2725,2630993.739,14,148
258276.8439,2631031.39,18,146
258316.9524,2630886.673,14,162
258296.8084,2630901.746,18,220
258259.2394,2630893.177,18,172
258266.0996,2630894.835,18,148
258097.6335,2630785.07,14,132
258142.2186,2630804.602,18,100
258121.5824,2630790.21,14,74
258199.83,2630798.1,14,107
258234.3753,2630827.108,18,110
258152.7837,2630826.587,14,61
258150.3104,2630782.306,14,93
258164.7703,2630732.202,14,38
258274.1066,2630763.618,14,40
258146.5149,2630756.552,14,130
258218.3428,2630783.053,18,70
258204.465,2630770.321,18,127
258108.6974,2630733.138,14,46
258075.9162,2630705.985,14,64
258155.6922,2630695.455,14,50
258156.2159,2630726.804,14,18
258135.7647,2630723.489,17,73
258161.3449,2630728.602,14,62
258195.8839,2630561.816,14,54
258235.1112,2630773.466,18,7
258258.4756,2630743.601,14,48
258298.4847,2630696.727,14,61
258112.5274,2630858.618,14,86
258261.7236,2630632.741,14,38
258171.6596,2630637.902,14,18
258161.7734,2630656.571,14,12
258162.5431,2630702.654,14,25
258159.0006,2630588.25,14,105
258196.5314,2630600.588,18,123
258229.4291,2630738.546,18,62
258257.7968,2630702.947,18,34
258244.2278,2630708.714,18,24
258320.0753,2630670.549,14,67
258811.4477,2631088.957,30,66
258359.5018,2630686.512,14,42
258356.1279,2630692.108,14,57
258337.3785,2630686.881,18,41
258276.4224,2630700.752,14,55
258368.1782,2630699.221,14,234
258329.3788,2630714.716,14,131
258461.4528,2630684.811,14,87
258378.3733,2630699.05,14,71
258334.1065,2630692.476,18,66
258424.5686,2630613.402,18,49
258280.8668,2630765.389,18,147
258503.9885,2630789.367,14,88
258425.484,2630772.172,14,49
258431.945,2630749.903,23,86
258344.2935,2630795.688,14,24
258371.5374,2630900.499,14,82
258433.2998,2630831.101,14,69
258233.5724,2630779.032,14,61
258349.2986,2630790.064,14,16
258291.9551,2630818.723,14,101
258298.7858,2630818.609,14,150
258386.498,2630776.479,14,17
258252.8472,2630815.719,11,34
258276.9086,2630833.711,14,119
258302.7363,2630853.668,14,156
258378.4742,2630601.207,14,84
258356.7814,2630627.387,14,139
258240.8635,2630708.77,14,9
258312.9453,2630646.623,14,31
258266.3884,2630606.735,14,79
258214.7041,2630565.159,14,60
258326.9437,2630568.825,14,89
258308.277,2630574.677,26,82
258330.6779,2630590.924,14,115
258418.8242,2630574.716,14,119
258357.2834,2630553.582,23,110
258394.8122,2630565.809,14,147
258331.4552,2630533.625,14,158
258353.6007,2630540.679,14,204
258486.6705,2630466.435,14,23
258329.1378,2630498.649,14,54
258224.4111,2630334.188,14,26
258181.1272,2630386.546,12,17
258181.4604,2630510.311,14,9
258187.7677,2630478.848,14,22
258243.4326,2630557.255,11,12
258200.2753,2630617.146,18,72
258118.9601,2630633.242,14,69
258139.8741,2630664.25,14,141
258050.7987,2630728.566,14,85
258090.5611,2630666.958,11,132
258099.3415,2630679.775,23,189
258016.3862,2630701.439,14,151
258011.0366,2630790.174,14,186
257898.4891,2630768.01,14,676
258025.3721,2630732.647,18,319
257932.3198,2630656.638,14,23
257924.4135,2630690.012,12,63
257864.5053,2630870.188,18,632
257845.8826,2630768.89,18,240
257879.7099,2630761.011,14,414
257824.9995,2630739.765,14,88
257810.4502,2630479.613,18,41
257841.7381,2630728.404,18,11
257845.0803,2630720.924,18,19
257841.614,2630720.982,14,57
257845.0803,2630720.924,14,44
257725.1117,2630767.254,9,54
257739.4775,2630711.61,14,13
257675.8413,2630662.812,14,10
257680.7535,2630651.649,9,19
257698.6971,2630712.293,9,8
257748.9682,2630766.855,14,43
257645.3454,2630772.245,9,80
257769.1415,2630753.553,9,14
257661.6295,2630727.65,9,26
257727.1841,2630787.497,9,18
257679.113,2630657.217,14,74
257693.54,2630605.229,27,420
257623.9995,2630611.933,27,218
257627.0561,2630593.488,14,143
257459.0188,2630710.765,23,269
257662.2488,2630764.649,14,74
257664.8683,2630823.665,9,18
257658.6897,2630759.168,14,63
257599.1893,2630756.397,15,83
257633.2663,2630659.868,14,90
257554.6984,2630639.022,14,112
257647.104,2630676.257,14,116
257606.4487,2630580.869,15,93
257659.5603,2630604.025,14,122
257643.2774,2630545.127,14,109
257595.3263,2630525.652,15,167
257694.7171,2630571.967,18,109
257706.1116,2630545.959,9,24
257793.6705,2630494.631,14,97
257804.5754,2630536.888,18,125
257695.6717,2630427.903,14,28
257644.1985,2630502.672,14,166
257580.651,2630562.796,12,166
257555.5042,2630583.605,14,115
257550.375,2630581.808,14,115
257578.6711,2630548.092,14,121
257536.3432,2630048.288,18,164
257577.1614,2630658.924,18,108
257733.12,2630429.16,18,109
257516.8275,2630606.414,18,227
257545.4629,2630592.971,18,146
257560.6314,2630585.293,11,135
257530.0161,2630584.032,14,365
257510.1484,2630719.106,14,200
257477.6238,2630701.257,14,118
257487.3235,2630671.509,14,54
257480.3685,2630664.201,14,101
257458.1837,2630660.916,14,150
257465.0145,2630660.802,14,163
257437.8008,2630759.1,18,76
257517.538,2630648.841,14,67
257453.4573,2630683.157,14,114
257370.7288,2630712.244,14,22
257382.4011,2630702.852,14,16
257399.5811,2630711.761,14,18
257498.1996,2630711.993,14,160
257473.2369,2630743.769,18,230
257500.573,2630756.276,18,144
257286.5376,2630660.136,18,61
257289.9317,2630661.852,14,65
257245.5301,2630343.14,14,66
257242.7143,2630278.587,14,33
257358.9112,2630110.43,14,48
257375.1937,2630169.217,14,45
257459.0093,2630101.329,14,51
257439.0804,2629721.264,17,65
257513.3229,2629995.154,14,342
257568.3824,2629829.906,27,282
257898.6444,2630978.54,18,132
257915.8866,2630991.216,18,189
257904.4829,2631022.764,20,137
257967.2631,2631014.401,18,138
257954.4965,2631068.134,18,239
257983.8203,2631089.805,18,41
257976.8971,2631084.381,18,82
258098.3036,2631130.331,18,40
257923.51,2631044.607,14,61
257965.8374,2631032.819,18,297
257089.1203,2629937.662,23,111
257106.084,2629933.61,15,28
257121.3373,2629730.245,14,11
257178.8079,2629709.004,17,154
257195.679,2629699.413,14,119
257259.8475,2629676.177,20,237
257293.1817,2629638.719,14,254
257242.6044,2629560.119,14,27
256717.5738,2629068.522,18,64
256836.6264,2629070.18,11,195
256757.3977,2629010.566,30,185
256710.0685,2629022.442,30,130
256683.4953,2629061.67,23,78
256750.2681,2629090.135,25,188
256876.153,2629195.061,23,111
256812.1912,2629236.801,15,37
256867.4142,2629282.08,14,75
256862.1302,2629271.088,18,118
256892.0366,2629229.92,9,59
256934.3696,2629321.512,14,79
256817.2069,2629329.019,14,35
256844.2989,2629326.791,20,45
256781.6623,2629137.587,14,124
256792.0778,2629253.76,14,97
256874.2012,2629078.747,14,73
256785.9991,2629292.644,18,82
256808.5491,2629323.624,18,75
256779.4467,2629309.375,18,24
256780.1906,2629353.685,18,11
256768.5085,2629368.619,18,43
256778.4888,2629355.598,18,19
256814.6699,2629384.465,23,105
256757.0529,2629390.973,14,32
256757.4882,2629416.894,18,53
256791.7499,2629434.713,21,42
256788.4168,2629436.652,18,45
256793.9184,2629460.605,14,17
256787.2098,2629468.031,14,55
256779.0577,2629486.673,23,83
256743.5259,2629496.466,20,6
256745.6223,2629524.133,14,38
256750.2553,2629496.353,21,25
256751.4938,2629466.858,14,38
256744.4132,2629452.129,18,45
256746.1782,2629453.983,18,45
256741.0188,2629450.413,18,19
256781.1224,2629512.456,14,22
256788.5749,2629549.34,18,51
256729.2867,2629559.533,18,74
256751.6504,2629579.435,18,19
256706.9597,2629748.28,12,39
256680.4149,2629685.898,18,15
256645.4439,2629729.036,18,40
256651.894,2629712.306,23,75
256640.439,2629734.66,14,29
256647.4158,2629749.28,14,28
256651.5141,2629483.274,12,37
256719.0293,2629556.049,14,65
256767.1136,2629285.537,14,19
256721.5392,2629201.424,14,104
256718.1745,2629201.481,14,147
256678.4311,2629167.022,14,107
256662.4084,2629324.305,18,211
256666.2313,2629145.066,18,150
256695.4864,2629065.126,15,42
256678.6446,2629076.489,18,180
256670.3062,2629084.053,14,180
256623.7742,2629149.435,18,171
256639.1003,2629151.062,18,244
256620.6588,2629164.336,14,52
256625.9114,2629173.445,26,99
256605.8296,2629192.287,14,93
256585.3738,2629188.863,14,95
256545.365,2629235.742,14,95
256543.8178,2629246.849,14,156
256533.6532,2629248.903,15,148
256574.9034,2629275.912,23,153
256507.6656,2629219.754,14,148
256543.2628,2629316.999,14,106
256594.8337,2629351.258,14,103
256685.0492,2629257.44,14,67
256690.7352,2629292.36,18,58
256707.2047,2629258.841,23,49
256712.7065,2629282.794,18,67
256706.0295,2629292.103,18,56
256720.1574,2629319.568,26,31
256713.6366,2629338.182,18,53
256680.8813,2629312.914,14,69
256628.3187,2629219.611,14,111
256632.5912,2629267.518,27,122
256607.2552,2629277.141,18,98
256604.1309,2629297.582,18,104
256600.7345,2629295.755,21,94
256638.2159,2629298.782,14,216
256616.9593,2629350.886,18,146
256657.0926,2629311.43,18,93
256653.403,2629091.761,18,131
256674.7398,2629348.032,18,53
256718.8891,2629347.291,18,75
256702.0476,2629358.654,18,60
256681.6255,2629357.224,24,147
256586.8976,2629382.75,30,241
256559.7372,2629386.974,15,75
256513.2645,2629352.629,14,102
256481.7894,2629397.481,21,116
256418.7546,2629391.116,21,134
256440.26,2629353.856,17,200
256426.2246,2629331.93,14,112
256414.615,2629345.09,14,109
256370.9225,2629379.067,14,138
256346.4203,2629335.156,14,199
256331.5918,2629363.107,18,221
256286.0818,2629386.034,15,167
256377.6859,2629271.803,14,149
256379.349,2629273.658,14,124
256340.3024,2629377.698,15,157
256120.4861,2629545.725,14,75
256393.4459,2629299.239,14,119
256396.8107,2629299.183,14,124
256415.2518,2629285.908,14,139
256429.1643,2629300.523,14,109
256422.2695,2629296.871,14,98
256459.4102,2629279.626,14,113
256452.6719,2629285.279,14,72
256471.3309,2629284.966,14,95
256442.228,2629270.717,21,151
256519.1333,2629295.243,18,143
256492.1718,2629408.387,21,145
256491.6302,2629279.084,18,75
256549.2268,2629265.262,18,98
257120.4702,2629575.13,14,28
257078.8188,2629524.082,12,189
258436.3322,2630609.439,8,43
258996.7209,2633946.43,16,172
258996.7837,2633950.197,14,192
259024.3048,2633968.132,14,42
259002.4026,2633981.461,14,44
258994.1587,2633994.563,14,55
258994.7126,2634027.795,15,37
259020.1316,2634023.604,21,53
258993.194,2634040.674,14,129
258991.5023,2634037.046,14,76
259005.5202,2634064.514,11,53
259031.2179,2634077.05,14,114
259005.9209,2634088.552,14,70
259026.982,2634128.756,14,62
259020.308,2634138.175,14,69
259044.1883,2634139.55,15,138
259032.9405,2634180.403,14,98
259021.3845,2634202.757,14,29
259023.1781,2634206.383,11,58
259024.9423,2634208.238,8,36
259053.5713,2634194.796,14,93
259036.7657,2634208.041,11,129
259030.3155,2634224.769,14,77
259052.7007,2634246.557,23,123
259037.7498,2634267.084,9,94
259090.1683,2634249.589,11,62
259105.8576,2634273.373,11,105
259058.5669,2634292.665,11,85
259125.0951,2634308.178,14,94
259063.6927,2634294.353,14,82
259060.6984,2634316.564,14,72
259079.443,2634321.792,8,61
259100.1971,2634343.607,9,72
259111.9082,2634330.558,8,32
259088.6822,2634362.304,14,114
259092.2303,2634373.325,14,69
259097.6643,2634393.512,8,102
259080.859,2634406.756,9,33
259152.5142,2634424.067,9,62
258920.3552,2633744.596,14,28
258914.1115,2633779.826,14,66
258927.8822,2633792.45,14,49
258946.2678,2633769.982,14,42
258951.765,2633793.935,14,43
258928.1297,2633807.294,14,57
258924.827,2633811.005,15,52
258908.1429,2633831.561,14,52
258968.9935,2633812.153,14,39
258935.4816,2633838.529,14,38
258945.7354,2633842.015,14,36
258944.4033,2633866.082,18,37
258951.5409,2633884.468,14,34
258936.3736,2633892.034,14,51
259204.1221,2634461.989,9,43
259225.3058,2634509.615,11,65
259230.1861,2634496.57,14,68
257870.6069,2629911.612,20,373
257917.0172,2629838.812,23,114
257970.1258,2629764.017,18,135
257984.0267,2629784.173,23,100
257994.1595,2629780.236,18,41
258038.4091,2629779.497,14,178
258062.1652,2629779.1,14,46
258027.7755,2629857.239,14,46
258061.2646,2629828.978,14,75
258005.7748,2629865.03,14,66
258031.4806,2629877.565,14,28
258077.3298,2629874.915,14,48
258105.823,2629846.738,14,63
258078.4469,2629837.998,14,13
258096.6425,2629809.993,14,118
258131.3123,2629846.312,14,36
258137.5475,2629816.623,14,105
258025.8953,2629744.691,18,143
258029.2895,2629746.407,14,47
258071.8688,2629749.463,14,81
258095.2887,2629826.637,14,125
258080.5164,2629760.4,14,96
258089.0493,2629758.373,14,33
258093.6237,2629726.939,14,53
258104.282,2629754.462,14,71
258111.1962,2629765.428,11,31
258110.8262,2629743.273,21,28
258132.9806,2629744.675,14,34
258141.6595,2629757.495,14,21
258121.4844,2629770.796,14,29
258142.0295,2629779.65,14,6
258207.8395,2629750.85,14,16
258260.5517,2629749.97,14,14
258251.7508,2629729.839,14,132
258200.4256,2629813.8,18,6
258183.3673,2629812.201,14,56
258147.7137,2629814.68,14,20
258200.6105,2629824.878,14,11
257253.7461,2633264.649,14,127
257266.1055,2633290.26,18,104
257273.2663,2633315.958,18,92
257233.2348,2633257.57,18,164
257254.6423,2633214.771,14,85
257262.156,2633358.694,17,180
257229.7039,2633150.478,14,79
257258.285,2633231.331,17,123
257441.5885,2632713.003,14,132
257504.2665,2632698.988,16,201
257460.5307,2632723.766,16,288
257546.1562,2632661.387,14,277
257484.1576,2632715.946,17,141
257415.454,2632674.659,29,66
257383.056,2632664.122,14,92
257406.8687,2632667.379,14,393
257536.2706,2632679.947,14,101
257501.0481,2632610.397,11,181
257509.9507,2632630.525,20,392
257564.4394,2632638.92,14,168
257568.8244,2632699.79,14,123
257552.7596,2632653.853,14,75
257552.2426,2632720.345,14,74
257626.5913,2632696.938,14,120
257556.1319,2632751.639,18,204
257473.5312,2632690.306,14,134
257624.27,2632661.851,12,63
257626.1885,2632672.9,14,113
257568.4216,2632675.752,18,224
257622.2678,2632639.724,14,261
257622.9174,2632678.495,14,221
257598.8883,2632765.77,14,135
257704.6772,2632592.247,14,64
257622.5462,2632656.34,14,200
257647.845,2632644.835,14,285
257664.9226,2632653.857,17,209
257539.4192,2632667.041,14,190
257653.6842,2632689.06,14,358
257719.2941,2632649.179,14,331
257715.7058,2632641.926,17,89
257728.8701,2632612.12,14,19
257739.1567,2632617.488,14,60
257601.5091,2632617.91,14,247
257638.4787,2632597.013,14,176
257930.1454,2632660.497,27,287
257916.8012,2632777.067,27,48
257851.224,2632715.338,18,282
258107.0584,2632666.735,14,170
258075.1463,2632691.314,18,181
258124.7523,2632712.645,25,243
258140.5059,2632740.084,14,51
258172.9735,2632748.738,11,255
258175.4115,2632693.294,23,191
258181.9287,2632778.173,30,217
258131.3654,2632699.571,27,123
258100.2869,2632773.998,15,317
258105.8765,2632803.379,14,241
258117.6808,2632795.868,14,137
258095.8385,2632812.855,15,240
258140.9689,2632767.778,17,171
257966.07,2632674.633,14,292
258042.035,2632741.73,26,181
258249.7351,2632765.959,11,19
258194.4457,2632709.597,30,293
258219.1893,2632664.861,14,97
258205.0097,2632731.581,14,286
258195.9526,2632702.147,21,316
258205.7464,2632678.05,29,263
258214.6479,2632698.178,14,191
258236.085,2632760.647,23,110
258337.4033,2632721.945,14,468
258222.3996,2632655.61,23,427
258193.6997,2632768.669,18,231
258300.6107,2632759.569,21,160
258219.3078,2632775.665,15,247
258156.752,2632796.988,21,230
258169.3582,2632837.443,15,189
258284.7335,2632724.709,18,177
258110.9122,2632799.638,18,309
258163.4891,2632791.335,18,58
258188.3251,2632752.138,18,179
258179.737,2632848.35,14,295
258236.1461,2632764.303,18,757
258236.794,2632803.074,14,367
258160.7438,2632828.39,14,163
258126.3628,2632906.53,18,221
258166.7666,2632883.693,21,220
258163.3007,2632883.751,18,137
258263.2037,2632858.036,9,125
258265.3998,2632684.366,14,259
258101.9274,2632969.655,14,303
258199.1361,2632990.191,14,252
258160.9851,2632946.506,14,100
258101.2494,2632929.111,14,205
258094.8199,2632953.153,14,329
258060.3784,2633027.637,14,144
258121.0446,2632997.037,14,146
258100.8133,2633006.683,14,47
258092.877,2633038.174,14,39
258089.5693,2632944.044,14,132
258057.9359,2632985.239,14,48
258062.877,2632975.848,14,50
258135.4059,2633044.887,15,52
258111.2216,2633019.362,14,27
258033.9031,2633072.402,14,38
258026.5268,2633033.743,14,18
258057.1072,2633033.232,14,19
258045.3662,2633044.509,14,104
258032.8227,2633007.82,14,41
258126.5091,2633122.6,14,30
258117.4299,2633085.742,14,42
258151.4369,2633088.941,14,27
258107.6385,2633109.951,14,53
258137.2267,2633153.779,18,54
258137.4435,2633166.74,14,43
258178.1274,2633057.026,14,84
258093.9571,2633102.756,14,134
258165.8306,2633035.07,14,119
258151.564,2632992.87,14,95
258219.586,2632993.616,27,312
258190.5439,2632988.561,18,310
258003.2094,2631743.238,14,22
257907.1056,2631484.451,14,27
258018.0683,2631515.837,14,14
258039.9738,2631502.506,14,9
258036.0855,2631471.213,14,16
258010.3213,2631455.023,14,8
257990.0815,2631366.716,18,42
257922.3705,2631378.929,14,21
258144.7566,2631871.956,18,164
258255.316,2631879.416,14,148
258195.3282,2631847.177,21,146
258197.2369,2631863.766,18,69
258196.7427,2631834.189,18,46
258152.7865,2631846.004,14,9
258248.2444,2631761.304,18,23
258222.2959,2631734.036,14,11
258181.1736,2631817.828,14,45
258205.4299,2631841.468,14,40
258174.8418,2631744.026,15,24
258202.5864,2631775.031,14,39
258110.03,2631831.981,14,13
258195.4156,2631754.763,14,15
258287.3813,2631766.191,14,51
258181.8878,2631958.208,18,23
258200.5443,2631756.561,14,63
258262.5793,2631703.778,14,42
257962.5885,2631448.397,14,8
257907.4176,2631399.457,14,53
257813.7828,2631288.444,21,61
257766.9447,2631335.323,18,69
257833.09,2631223.41,18,94
257753.6027,2631348.511,18,67
257751.2819,2631313.424,14,38
257754.7704,2631320.79,18,123
257677.3829,2631266.682,14,92
257704.1708,2631240.415,15,30
257750.1399,2631245.186,15,171
257741.4929,2631234.25,18,122
258230.5077,2631920.386,14,379
259912.1827,2631870.227,15,419
259965.1934,2631887.852,18,203
259951.5332,2631888.079,18,396
259956.4153,2631875.033,18,378
259927.9334,2631897.667,21,256
259922.0093,2631847.903,18,213
259952.6543,2631851.162,18,453
259940.9901,2631762.712,25,285
259915.2289,2631746.518,14,514
259954.9454,2631786.414,18,511
